hanzi,sentence,en,th_final
肚子疼,我肚子疼得厉害。,My stomach hurts badly.,ฉันปวดท้องมาก
胳膊,他的胳膊很疼。,His arm hurts a lot.,แขนของเขาปวดมาก
脸红,她一说话就脸红。,She blushes whenever she speaks.,พอเธอพูดทีไรก็หน้าแดง
脾气好,我奶奶脾气好。,My grandma is good-tempered.,ย่าของฉันอารมณ์ดี
至,从一月至三月都很冷。,It's cold from January to March.,ตั้งแต่เดือนมกราคมถึงเดือนมีนาคมอากาศหนาว
苹果树,院子里有一棵苹果树。,There's an apple tree in the yard.,ในสวนมีต้นแอปเปิ้ลอยู่ต้นหนึ่ง
西部,他住在城市西部。,He lives in the western part of the city.,เขาอาศัยอยู่ทางตะวันตกของเมือง
西门,我同学姓西门。,My classmate's surname is Ximen.,เพื่อนร่วมชั้นของฉันแซ่ซีเหมิน
认清,我们要认清事实。,We need to clearly recognize the facts.,เราต้องเข้าใจความจริงให้ชัดเจน
讲信用,做人要讲信用。,One should keep one's word.,เป็นคนต้องรักษาคำพูด
访问,校长访问了那所学校。,The principal visited that school.,ครูใหญ่ไปเยือนโรงเรียนแห่งนั้น
读者,这本书受读者欢迎。,This book is popular among readers.,หนังสือเล่มนี้ได้รับความนิยมจากผู้อ่าน
走出,他走出了教室。,He walked out of the classroom.,เขาเดินออกจากห้องเรียน
走向,这条路走向远方。,This road leads towards the distance.,ถนนสายนี้ทอดยาวไปสู่ที่ไกลๆ
走过,他走过我身边。,He walked past me.,เขาเดินผ่านข้างๆ ฉันไป
越来越少,树上的叶子越来越少。,There are fewer and fewer leaves on the tree.,ใบไม้บนต้นไม้ยิ่งเหลือน้อยลงเรื่อยๆ
路边,车停在路边。,The car is parked on the roadside.,รถจอดอยู่ริมถนน
过年,我们全家一起过年。,Our whole family celebrates Chinese New Year together.,ครอบครัวเราฉลองตรุษจีนด้วยกัน
运动量,他每天的运动量很大。,His amount of exercise every day is very large.,แต่ละวันเขาออกกำลังกายในปริมาณที่มากทีเดียว
这样一来,这样一来，问题就解决了。,"This way, the problem is solved.",พอเป็นแบบนี้ ปัญหาก็แก้ได้
进球,他终于进球了。,He finally scored a goal.,ในที่สุดเขาก็ยิงประตูได้
远离,请远离危险的地方。,Please stay away from dangerous places.,กรุณาอยู่ให้ห่างจากที่อันตราย
适应环境,他很快适应环境。,He quickly adapted to the environment.,เขาปรับตัวเข้ากับสิ่งแวดล้อมได้เร็ว
逛,我周末想去逛街。,I want to go window-shopping this weekend.,วันหยุดฉันอยากไปเดินเล่นตามห้าง
逛逛,我们去商店逛逛。,Let's go take a stroll around the store.,เราไปเดินเล่นในร้านกัน
速度慢,这辆车的速度慢。,This car's speed is slow.,รถคันนี้ความเร็วช้า
遍,他跑遍了全世界。,He has traveled all over the world.,เขาไปมาทั่วโลกแล้ว
道路,这条道路很宽。,This road is very wide.,ถนนสายนี้กว้างมาก
邓亚萍,邓亚萍是有名的运动员。,Deng Yaping is a famous athlete.,เติ้งย่าผิงเป็นนักกีฬาที่มีชื่อเสียง
部,他在教育部工作。,He works at the Ministry of Education.,เขาทำงานที่กระทรวงศึกษาธิการ
醒,我早上七点醒了。,I woke up at seven in the morning.,เช้านี้ฉันตื่นตอนเจ็ดโมง
重新认识,这件事让他重新认识自己。,This matter made him understand himself anew.,เรื่องนี้ทำให้เขากลับมารู้จักตัวเองใหม่
重要性,大家都知道健康的重要性。,Everyone knows the importance of health.,ทุกคนรู้ถึงความสำคัญของสุขภาพ
量,这袋米的量不够。,The amount of rice in this bag is not enough.,ปริมาณข้าวสารในถุงนี้ไม่พอ
钢琴,她每天练习钢琴。,She practices piano every day.,เธอฝึกเปียโนทุกวัน
降低标准,公司决定降低标准。,The company decided to lower the standard.,บริษัทตัดสินใจลดมาตรฐานลง
降温,明天开始降温了。,It starts to get cooler tomorrow.,พรุ่งนี้อากาศจะเริ่มเย็นลง
降落,飞机马上就要降落了。,The plane is about to land.,เครื่องบินกำลังจะลงจอดแล้ว
降雨,今年夏天降雨很多。,There has been a lot of rainfall this summer.,หน้าร้อนปีนี้ฝนตกเยอะมาก
院子,他家有一个大院子。,His home has a big courtyard.,บ้านเขามีลานบ้านใหญ่
院长,他是医院的院长。,He is the head of the hospital.,เขาเป็นผู้อำนวยการโรงพยาบาล
难道,难道你不认识我了？,Could it be that you don't recognize me anymore?,นี่เธอจำฉันไม่ได้แล้วเหรอ
集合,大家在门口集合。,Everyone gathers at the door.,ทุกคนมารวมตัวกันที่หน้าประตู
雨水,这几天雨水很多。,There has been a lot of rainwater these past few days.,ช่วงนี้มีน้ำฝนเยอะมาก
非常感谢,我非常感谢你的帮助。,I am extremely grateful for your help.,ฉันขอบคุณมากสำหรับความช่วยเหลือของเธอ
飞往,这班飞机飞往北京。,This flight flies to Beijing.,เที่ยวบินนี้บินไปปักกิ่ง
饮用,这水可以直接饮用。,This water can be drunk directly.,น้ำนี้ดื่มได้เลย
首都体育馆,比赛在首都体育馆举行。,The competition is held at the Capital Gymnasium.,การแข่งขันจัดขึ้นที่สนามกีฬาเมืองหลวง
香味,厨房飘来一阵香味。,A fragrance wafted from the kitchen.,มีกลิ่นหอมลอยมาจากห้องครัว
一块,他吃了一块面包。,He ate a piece of bread.,เขากินขนมปังไปชิ้นหนึ่ง
一眼,我看了他一眼。,I glanced at him.,ฉันมองเขาแวบหนึ่ง
三年,我学了三年汉语。,I have studied Chinese for three years.,ฉันเรียนภาษาจีนมาสามปี
不幸,这是一个不幸的消息。,This is an unfortunate piece of news.,นี่เป็นข่าวร้าย
不通,这条路今天不通。,This road is blocked today.,วันนี้ถนนสายนี้ผ่านไม่ได้
两岁,我女儿今年两岁。,My daughter is two years old this year.,ปีนี้ลูกสาวฉันอายุสองขวบ
久坐,久坐对身体不好。,Sitting for a long time is not good for the body.,การนั่งนานๆ ไม่ดีต่อร่างกาย
人体,水对人体很重要。,Water is very important for the human body.,น้ำสำคัญต่อร่างกายมนุษย์มาก
以南,长江以南气候温暖。,"South of the Yangtze River, the climate is warm.",ทางใต้ของแม่น้ำแยงซีอากาศอบอุ่น
任何人,任何人都可以参加。,Anyone can participate.,ใครๆ ก็เข้าร่วมได้
减,医生让他减一点体重。,The doctor told him to lose a little weight.,หมอให้เขาลดน้ำหนักลงหน่อย
出售,这套房子正在出售。,This house is currently for sale.,บ้านหลังนี้กำลังประกาศขาย
印,这张纸上印着字。,There are characters printed on this paper.,บนกระดาษแผ่นนี้มีตัวหนังสือพิมพ์อยู่
受到限制,他的行动受到限制。,His movement is restricted.,การเคลื่อนไหวของเขาถูกจำกัด
场,昨晚下了一场雨。,It rained last night.,เมื่อคืนฝนตกลงมาห่าหนึ่ง
外语,他会说三种外语。,He can speak three foreign languages.,เขาพูดภาษาต่างประเทศได้สามภาษา
多发,冬天感冒多发。,Colds occur frequently in winter.,หน้าหนาวเป็นหวัดกันบ่อย
大事,结婚是人生大事。,Marriage is a major event in life.,การแต่งงานเป็นเรื่องใหญ่ในชีวิต
好心,谢谢你的好心帮助。,Thank you for your kind help.,ขอบคุณสำหรับน้ำใจที่ช่วยเหลือ
学到老,他一直坚持学到老。,"He has always kept learning, even into old age.",เขาเรียนรู้ไปเรื่อยๆ จนแก่
小伙子,这个小伙子很热情。,This young man is very enthusiastic.,ชายหนุ่มคนนี้อัธยาศัยดีมาก
小村子,他住在一个小村子里。,He lives in a small village.,เขาอาศัยอยู่ในหมู่บ้านเล็กๆ
小组讨论,我们下午有小组讨论。,We have a group discussion this afternoon.,บ่ายนี้เรามีการพูดคุยกลุ่มย่อย
带给,音乐带给我快乐。,Music brings me happiness.,เสียงเพลงนำความสุขมาให้ฉัน
广西,他的老家在广西。,His hometown is in Guangxi.,บ้านเกิดของเขาอยู่ที่กว่างซี
总的来说,总的来说，今天很顺利。,"Generally speaking, today went smoothly.",โดยรวมแล้ว วันนี้ราบรื่นดี
情感,这首歌表达了情感。,This song expresses emotion.,เพลงนี้ถ่ายทอดความรู้สึก
感冒药,我去药店买感冒药。,I'm going to the pharmacy to buy cold medicine.,ฉันไปร้านขายยาซื้อยาแก้หวัด
手机号码,请告诉我你的手机号码。,Please tell me your mobile phone number.,ช่วยบอกเบอร์มือถือของเธอหน่อย
打球,我们下午去打球。,We're going to play ball this afternoon.,บ่ายนี้เราไปเล่นบอลกัน
抽烟室,机场里有抽烟室。,There is a smoking room in the airport.,ในสนามบินมีห้องสูบบุหรี่
教学,他从事教学工作。,He works in teaching.,เขาทำงานด้านการสอน
敲门声,我听到了敲门声。,I heard the sound of knocking on the door.,ฉันได้ยินเสียงเคาะประตู
新闻报道,这是今天的新闻报道。,This is today's news report.,นี่คือรายงานข่าววันนี้
无声电影,爷爷喜欢看无声电影。,Grandpa likes watching silent movies.,ปู่ชอบดูหนังเงียบ
晚会,学校举办了一个晚会。,The school held an evening party.,โรงเรียนจัดงานเลี้ยงตอนกลางคืน
来看,从这件事来看，他很努力。,"Judging from this matter, he is very hardworking.",มองจากเรื่องนี้ เขาขยันมาก
歌词,这首歌的歌词很美。,The lyrics of this song are beautiful.,เนื้อเพลงของเพลงนี้ไพเราะมาก
母亲节,母亲节我送花给妈妈。,On Mother's Day I gave flowers to my mom.,วันแม่ฉันมอบดอกไม้ให้แม่
活到老,他希望自己活到老。,He hopes to live to a ripe old age.,เขาหวังว่าตัวเองจะมีอายุยืนถึงแก่เฒ่า
清,河水看起来很清。,The river water looks very clear.,น้ำในแม่น้ำดูใสมาก
温水,早上喝一杯温水。,Drink a glass of warm water in the morning.,ตอนเช้าดื่มน้ำอุ่นสักแก้ว
球员,这位球员踢得很好。,This player plays very well.,นักกีฬาคนนี้เตะบอลเก่งมาก
生命力,这棵树很有生命力。,This tree is full of vitality.,ต้นไม้ต้นนี้มีพลังชีวิตสูงมาก
画面,电影的画面很美。,The scenes in the movie are beautiful.,ภาพในหนังสวยมาก
病危,他爷爷现在病危。,His grandfather is now critically ill.,ตอนนี้ปู่ของเขาป่วยขั้นวิกฤต
白色污染,塑料袋造成白色污染。,Plastic bags cause plastic pollution.,ถุงพลาสติกก่อให้เกิดมลพิษจากพลาสติก
票价,电影票价上涨了。,Movie ticket prices have gone up.,ราคาตั๋วหนังขึ้นแล้ว
第一部,这是电影的第一部。,This is the first part of the movie.,นี่คือภาคแรกของหนัง
网球馆,我们在网球馆打球。,We play at the tennis court.,เราเล่นเทนนิสกันที่อาคารเทนนิส
艺术品,这是一件艺术品。,This is a piece of art.,นี่คืองานศิลปะชิ้นหนึ่ง
行车,下雨天行车要小心。,Driving in rainy weather requires care.,วันฝนตกขับรถต้องระวัง
西方,他对西方文化感兴趣。,He is interested in Western culture.,เขาสนใจวัฒนธรรมตะวันตก
赛车,他喜欢看赛车比赛。,He likes watching car racing.,เขาชอบดูการแข่งรถ
通往,这条路通往火车站。,This road leads to the train station.,ถนนสายนี้ทอดไปยังสถานีรถไฟ
静坐,他每天早上静坐。,He sits quietly every morning.,ทุกเช้าเขานั่งสงบนิ่ง
面馆,我们去面馆吃面。,We're going to the noodle restaurant to eat noodles.,เราไปร้านบะหมี่กินบะหมี่กัน
风雨,他们一起经历风雨。,They went through hard times together.,พวกเขาฟันฝ่าลมฝนมาด้วยกัน
高中,我妹妹上高中了。,My younger sister is now in high school.,น้องสาวของฉันขึ้นชั้นมัธยมปลายแล้ว
老板,这家店的老板对顾客很热情。,The boss of this shop is very friendly to customers.,เจ้าของร้านนี้เป็นมิตรกับลูกค้ามาก
段,请你读一段课文。,Please read a paragraph of the text.,ช่วยอ่านเนื้อเรื่องสักย่อหน้าหนึ่ง
便,他一到家便睡觉了。,"As soon as he got home, he went to sleep.",พอเขาถึงบ้านก็นอนเลย
人类,人类需要保护环境。,Humanity needs to protect the environment.,มนุษย์จำเป็นต้องปกป้องสิ่งแวดล้อม
工人,工厂里有很多工人。,There are many workers in the factory.,ในโรงงานมีคนงานเยอะมาก
论文,他正在写毕业论文。,He is writing his graduation thesis.,เขากำลังเขียนวิทยานิพนธ์จบการศึกษา
目标,我的目标是学好汉语。,My goal is to learn Chinese well.,เป้าหมายของฉันคือเรียนภาษาจีนให้เก่ง
智者,这位智者给了我建议。,This wise man gave me advice.,ปราชญ์ท่านนี้ให้คำแนะนำแก่ฉัน
发表,他发表了一篇文章。,He published an article.,เขาตีพิมพ์บทความชิ้นหนึ่ง
表现,他在比赛中表现很好。,He performed very well in the competition.,เขาทำผลงานได้ดีมากในการแข่งขัน
国王,国王住在大城堡里。,The king lives in a big castle.,พระราชาอาศัยอยู่ในปราสาทหลังใหญ่
广,他知识面很广。,His knowledge is very broad.,เขามีความรู้กว้างขวางมาก
方式,我喜欢这种学习方式。,I like this way of studying.,ฉันชอบวิธีการเรียนแบบนี้
食物,冰箱里有很多食物。,There is a lot of food in the fridge.,ในตู้เย็นมีอาหารเยอะมาก
男孩儿,那个男孩儿很聪明。,That boy is very smart.,เด็กผู้ชายคนนั้นฉลาดมาก
老鼠,猫在抓老鼠。,The cat is catching a mouse.,แมวกำลังจับหนู
则,多则十天，少则五天。,"At most ten days, at least five days.",มากก็สิบวัน น้อยก็ห้าวัน
如何,你如何解决这个问题？,How do you solve this problem?,เธอจะแก้ปัญหานี้อย่างไร
松茸,这道菜用了新鲜松茸。,This dish uses fresh matsutake mushrooms.,เมนูนี้ใช้เห็ดมัตสึทาเกะสด
睡眠,充足的睡眠很重要。,Adequate sleep is very important.,การนอนหลับที่เพียงพอสำคัญมาก
石头,河边有很多石头。,There are many stones by the river.,ริมแม่น้ำมีก้อนหินเยอะมาก
人生,人生充满了惊喜。,Life is full of surprises.,ชีวิตเต็มไปด้วยเรื่องเซอร์ไพรส์
传统,春节是中国的传统节日。,Spring Festival is a traditional Chinese holiday.,ตรุษจีนเป็นเทศกาลตามประเพณีของจีน
时尚,她穿得很时尚。,She dresses very fashionably.,เธอแต่งตัวทันสมัยมาก
宠物,我家养了一只宠物狗。,My family keeps a pet dog.,บ้านฉันเลี้ยงสุนัขไว้เป็นสัตว์เลี้ยงตัวหนึ่ง
兔子,兔子喜欢吃胡萝卜。,Rabbits like to eat carrots.,กระต่ายชอบกินแครอท
婚姻,他们的婚姻很幸福。,Their marriage is very happy.,ชีวิตแต่งงานของพวกเขามีความสุขมาก
青年,这位青年很有理想。,This young man has great ideals.,ชายหนุ่มคนนี้มีอุดมการณ์
取消,会议因为下雨取消了。,The meeting was cancelled because of rain.,การประชุมถูกยกเลิกเพราะฝนตก
情绪,他今天情绪不好。,He's in a bad mood today.,วันนี้เขาอารมณ์ไม่ดี
实现,他终于实现了梦想。,He finally achieved his dream.,ในที่สุดเขาก็ทำความฝันให้เป็นจริงได้
龙,中国人喜欢龙。,Chinese people like dragons.,คนจีนชอบมังกร
缺乏,这里缺乏水资源。,This place lacks water resources.,ที่นี่ขาดแคลนทรัพยากรน้ำ
面对,我们要勇敢面对困难。,We must bravely face difficulties.,เราต้องกล้าเผชิญกับความยากลำบาก
古代,古代人没有手机。,People in ancient times didn't have phones.,คนสมัยโบราณไม่มีโทรศัพท์มือถือ
员工,公司有一百名员工。,The company has one hundred employees.,บริษัทมีพนักงานหนึ่งร้อยคน
家庭,他有一个幸福的家庭。,He has a happy family.,เขามีครอบครัวที่มีความสุข
空间,这个房间空间很大。,This room has a lot of space.,ห้องนี้มีพื้นที่กว้างมาก
