hanzi,sentence,en
狭隘,他的想法很狭隘。,His thinking is very narrow-minded.
猎人,猎人在森林里追踪野兽。,The hunter tracked the beast through the forest.
猛,风突然刮得很猛。,The wind suddenly blew fiercely.
猛烈,双方展开猛烈进攻。,Both sides launched a fierce attack.
猛然,他猛然想起一件事。,He suddenly remembered something.
率,这次考试通过率很高。,The pass rate for this exam is very high.
率先,他率先举手发言。,He was the first to raise his hand to speak.
率领,队长率领大家前进。,The captain led everyone forward.
玉,她戴着一块漂亮的玉。,She was wearing a beautiful piece of jade.
王后,王后穿着华丽的长裙。,The queen wore a gorgeous long dress.
王国,这是一个古老的王国。,This is an ancient kingdom.
王子,王子骑马进城了。,The prince rode into the city on horseback.
环绕,群山环绕着小镇。,Mountains surround the small town.
现场,警察赶到了现场。,The police arrived at the scene.
现有,我们只能用现有的材料。,We can only use the materials we currently have.
现状,他对现状很不满意。,He is very dissatisfied with the current situation.
现金,这家店只收现金。,This shop only accepts cash.
玻璃,小心别打碎玻璃。,Be careful not to break the glass.
珍珠,她戴着一串珍珠项链。,She wore a pearl necklace.
班长,她当上了班长。,She became the class monitor.
球场,孩子们在球场上踢球。,The children are playing football on the field.
球迷,他是资深球迷。,He is a diehard fan.
球队,我们的球队赢了比赛。,Our team won the match.
理性,遇事要保持理性。,One should stay rational when facing problems.
理所当然,他觉得这是理所当然的。,He thinks this is only natural.
理智,遇事要保持理智。,One should stay rational when facing problems.
理睬,他没有理睬我。,He didn't pay any attention to me.
琴,她每天练习弹琴。,She practices playing the instrument every day.
瓷器,这些瓷器很珍贵。,This porcelain is very precious.
甜美,她的笑容十分甜美。,Her smile is very sweet.
甜蜜,他们过着甜蜜的生活。,They live a sweet life.
生动,老师讲课非常生动。,The teacher's lectures are very vivid.
生态,我们要保护生态环境。,We must protect the ecological environment.
生怕,她生怕迟到了。,She was afraid of being late.
生成,系统自动生成报告。,The system automatically generates the report.
生机,春天充满了生机。,Spring is full of vitality.
生硬,他的态度显得很生硬。,His attitude seemed very stiff.
生育,她计划明年生育。,She plans to have a baby next year.
用不着,你用不着担心。,You don't need to worry.
用人,公司用人非常谨慎。,The company is very careful about hiring people.
用处,这个工具很有用处。,This tool is very useful.
用得着,这些工具以后用得着。,These tools will be useful later.
用心,他做事一向很用心。,He always does things attentively.
用意,我明白你的用意。,I understand your intention.
用户,这个软件有很多用户。,This software has many users.
用法,请说明这个词的用法。,Please explain the usage of this word.
用餐,请大家准时用餐。,Please everyone eat on time.
甩,他生气地甩上了门。,He angrily slammed the door.
田径,他擅长田径运动。,He excels at track and field.
由此可见,由此可见他非常努力。,"From this, it's clear he works very hard."
甲,他在考试中获得甲等。,He received a grade A on the exam.
电台,他在电台工作多年。,He has worked at the radio station for years.
电视剧,她喜欢看电视剧。,She likes watching TV dramas.
电视台,他在电视台工作。,He works at a TV station.
电视机,客厅里放着一台电视机。,A television set sits in the living room.
男士,这件外套是为男士设计的。,This jacket is designed for men.
男生,班上有十个男生。,There are ten boys in the class.
畅销,这本书非常畅销。,This book sells extremely well.
界限,两国划定了界限。,The two countries set a boundary.
留恋,我很留恋这里的生活。,I am reluctant to leave the life here.
留言,他在本子上留言。,He left a message in the notebook.
略,味道略有些咸。,The taste is slightly salty.
略微,这个价格略微贵了点。,This price is a bit expensive.
番,他费了一番功夫。,He put in quite an effort.
番茄,妈妈买了几个新鲜番茄。,Mom bought a few fresh tomatoes.
疑惑,他脸上露出疑惑的表情。,A puzzled expression appeared on his face.
疑问,这件事还有很多疑问。,There are still many doubts about this matter.
疗效,这种药疗效很好。,This medicine is very effective.
疯,他因为压力大快疯了。,He's almost going crazy from the pressure.
疯狂,他疯狂地爱上了她。,He fell madly in love with her.
疲倦,长途旅行让他很疲倦。,The long journey left him exhausted.
