hanzi,sentence,en
随时,你随时可以给我打电话。,You can call me at any time.
集中,请大家集中注意力。,Please everyone concentrate your attention.
靠,他靠墙站着休息。,He leans against the wall to rest.
不解,大家对他的决定很不解。,Everyone is puzzled by his decision.
举,他高高举起双手。,He raised both hands high.
事业,她的事业发展得很好。,Her career is developing very well.
传来,远处传来一阵歌声。,A burst of singing came from the distance.
发明,爱迪生发明了电灯。,Edison invented the light bulb.
合同,双方已经签了合同。,Both parties have signed the contract.
大声,他大声地喊了一声。,He shouted loudly.
想像,我很难想像那个场景。,I find it hard to imagine that scene.
打翻,小猫打翻了水杯。,The kitten knocked over the water cup.
收获,农民正在收获小麦。,Farmers are harvesting wheat.
教训,妈妈狠狠教训了他一顿。,Mom gave him a stern talking-to.
时期,这是国家发展的重要时期。,This is an important period for national development.
派,公司派他去北京出差。,The company sent him to Beijing on a business trip.
状况,他的身体状况不太好。,His physical condition isn't very good.
生产,这家工厂生产汽车。,This factory manufactures cars.
皇帝,古代皇帝住在皇宫里。,Ancient emperors lived in the palace.
真理,科学家一直在寻找真理。,Scientists are always seeking truth.
第一位,健康永远是第一位的。,Health always comes first.
设计,她设计了一件新衣服。,She designed a new dress.
伙伴,他们是多年的好伙伴。,They have been good companions for many years.
偶然,我偶然遇见了老朋友。,I ran into an old friend by chance.
天下,这种美食天下闻名。,This delicacy is famous throughout the world.
女士,这位女士是我的老师。,This lady is my teacher.
寻找,他在森林里寻找蘑菇。,He is looking for mushrooms in the forest.
日子,今天是个好日子。,Today is a good day.
比例,男女比例大概是一比一。,The male-to-female ratio is about one to one.
池塘,池塘里有很多鱼。,There are many fish in the pond.
草原,草原上开满了野花。,The grassland is full of blooming wildflowers.
迅速,他迅速跑向公交车。,He rapidly ran towards the bus.
再生能源,太阳能是一种再生能源。,Solar power is a kind of renewable energy.
冰灯,公园里摆满了冰灯。,The park is filled with ice lanterns.
剑,他手里拿着一把剑。,He is holding a sword in his hand.
夏眠,有些动物会夏眠避暑。,Some animals aestivate to escape the summer heat.
失忆,他车祸后突然失忆了。,He suddenly lost his memory after the car accident.
挖,工人正在挖一条沟。,Workers are digging a ditch.
捕,渔民出海捕鱼。,Fishermen go out to sea to catch fish.
烧开,请把水烧开再喝。,Please boil the water before drinking it.
盘,妈妈端来一盘水果。,Mom brought over a plate of fruit.
练武,他每天早上练武。,He practices martial arts every morning.
赛龙舟,端午节大家赛龙舟。,"During the Dragon Boat Festival, everyone races dragon boats."
选择性,他吃东西很有选择性。,He is very selective about what he eats.
专心,上课时请专心听讲。,Please pay close attention in class.
争取,我们要争取更好的成绩。,We must strive for better results.
人员,工作人员正在忙碌。,The staff members are busy working.
从此,从此他再也没回来。,"From then on, he never came back."
令,这个消息令大家高兴。,This news made everyone happy.
以及,桌上有苹果以及香蕉。,There are apples and bananas on the table.
假如,假如明天不下雨就好了。,It would be great if it doesn't rain tomorrow.
克服,他努力克服了困难。,He worked hard to overcome the difficulty.
出席,校长出席了这次会议。,The principal attended this meeting.
制作,她自己制作蛋糕。,She makes cakes herself.
刻苦,他学习非常刻苦。,He studies very hard.
力量,团结就是力量。,Unity is strength.
包裹,她把礼物包裹好了。,She wrapped up the gift.
双方,双方同意签订合同。,Both parties agreed to sign the contract.
发挥,他在比赛中发挥得很好。,He performed very well in the competition.
合作,我们一起合作完成项目。,We cooperate together to complete the project.
商业,这条街全是商业活动。,This street is full of commercial activity.
嗓子,他唱歌把嗓子喊哑了。,He shouted his throat hoarse from singing.
基本,这是最基本的常识。,This is the most basic common sense.
大加,老师对他大加表扬。,The teacher praised him greatly.
安装,他刚安装了新软件。,He just installed new software.
导演,这部电影的导演很有名。,The director of this movie is very famous.
工厂,爸爸在工厂上班。,Dad works at a factory.
工程师,他是一名优秀的工程师。,He is an excellent engineer.
干脆,他说话很干脆。,He speaks very directly and to the point.
幻想,孩子常常幻想未来。,Children often fantasize about the future.
应用,这项技术已经应用在生活中。,This technology has already been applied in daily life.
开幕式,开幕式在晚上八点开始。,The opening ceremony starts at eight in the evening.
忽视,我们不能忽视这个问题。,We cannot neglect this problem.
情景,那个情景让我很感动。,That scene moved me deeply.
慌张,他听到消息后很慌张。,He became flustered after hearing the news.
投资,他决定投资这家公司。,He decided to invest in this company.
担任,她担任这个部门的经理。,She serves as the manager of this department.
拥挤,地铁里非常拥挤。,The subway is very crowded.
明确,老师给了明确的答案。,The teacher gave a clear answer.
更加,他现在更加努力了。,He is now working even harder.
未必,贵的东西未必好。,Expensive things aren't necessarily good.
模糊,他的记忆变得模糊了。,His memory has become vague.
消化,晚饭后散步有助于消化。,Taking a walk after dinner helps digestion.
灰心,失败了也不要灰心。,Don't lose heart even if you fail.
特意,她特意为我做了蛋糕。,She specially made a cake for me.
玩具,孩子在玩具店里很开心。,The child is very happy in the toy store.
现象,这是一种常见的现象。,This is a common phenomenon.
男女,现在男女都可以工作。,Nowadays both men and women can work.
