hanzi,sentence,en,th_final
便是,这便是我们的目标。,This is exactly our goal.,นี่แหละคือเป้าหมายของเรา
促使,这件事促使他改变。,This matter prompted him to change.,เรื่องนี้ผลักดันให้เขาเปลี่ยนแปลง
促销,商场正在举行促销活动。,The mall is holding a promotional sales event.,ห้างกำลังจัดกิจกรรมส่งเสริมการขาย
俗,每个地方都有自己的风俗。,Every place has its own customs.,แต่ละที่ต่างก็มีขนบธรรมเนียมของตัวเอง
俗话,俗话说得好，坚持就是胜利。,"As the saying goes, persistence is victory.",สุภาษิตกล่าวไว้ดี ความพยายามคือชัยชนะ
俗话说,俗话说熟能生巧。,"As the saying goes, practice makes perfect.",สุภาษิตว่าไว้ ยิ่งฝึกยิ่งชำนาญ
俗语,这句俗语大家都懂。,Everyone understands this common saying.,สำนวนนี้ทุกคนเข้าใจดี
保养,定期保养能延长车的寿命。,Regular maintenance can extend a car's lifespan.,การบำรุงรักษาอย่างสม่ำเสมอช่วยยืดอายุการใช้งานของรถ
保守,他的想法比较保守。,His ideas are rather conservative.,ความคิดของเขาค่อนข้างอนุรักษ์นิยม
保管,请把贵重物品保管好。,Please keep valuables in safekeeping.,ช่วยเก็บรักษาของมีค่าให้ดี
保险,他给汽车买了保险。,He bought insurance for his car.,เขาซื้อประกันให้รถยนต์
保障,政府保障公民的权利。,The government safeguards citizens' rights.,รัฐบาลคุ้มครองสิทธิของประชาชน
信仰,每个人都有自己的信仰。,Everyone has their own beliefs.,ทุกคนต่างก็มีศรัทธาความเชื่อของตัวเอง
信号,这里的手机信号很弱。,The phone signal here is very weak.,สัญญาณโทรศัพท์ที่นี่อ่อนมาก
信念,坚定的信念帮他渡过难关。,His firm belief helped him get through the crisis.,ความเชื่อมั่นที่แน่วแน่ช่วยให้เขาผ่านช่วงยากลำบากไปได้
信用,他很讲信用。,He values his word.,เขาเป็นคนรักษาคำพูดน่าเชื่อถือ
信誉,这家银行信誉很好。,This bank has a very good reputation.,ธนาคารนี้มีชื่อเสียงน่าเชื่อถือมาก
信赖,大家都很信赖他。,Everyone trusts him a lot.,ทุกคนไว้วางใจเขามาก
修养,他很有文化修养。,He has strong cultural refinement.,เขาเป็นคนมีภูมิความรู้ทางวัฒนธรรมสูง
修复,工人们修复了古建筑。,Workers restored the ancient building.,คนงานบูรณะอาคารเก่าแก่
修路,村里正在修路。,The village is repairing the road.,ในหมู่บ้านกำลังซ่อมถนน
倒下,他累得倒下就睡着了。,He was so tired he collapsed and fell asleep.,เขาเหนื่อยจนล้มลงแล้วหลับไป
倒霉,今天真是太倒霉了。,Today is really unlucky.,วันนี้ซวยจริงๆ เลย
候选人,三位候选人参加了辩论。,Three candidates joined the debate.,ผู้สมัครสามคนเข้าร่วมการโต้วาที
倚,她倚着窗户看风景。,She leaned against the window watching the scenery.,เธอพิงหน้าต่างมองวิว
借用,我想借用一下你的手机。,I'd like to borrow your phone for a moment.,ฉันขอยืมโทรศัพท์เธอหน่อยได้ไหม
借鉴,我们可以借鉴他人经验。,We can learn from others' experience.,เราเรียนรู้จากประสบการณ์ของคนอื่นได้
值班,今晚轮到我值班。,It's my turn to be on duty tonight.,คืนนี้ถึงคิวฉันเข้าเวร
值钱,这幅古画非常值钱。,This ancient painting is very valuable.,ภาพวาดโบราณนี้มีค่ามาก
倾向,他倾向于选择安静的生活。,He tends to choose a quiet life.,เขามีแนวโน้มที่จะเลือกใช้ชีวิตเงียบๆ
倾斜,这座塔明显向一边倾斜。,This tower clearly leans to one side.,หอคอยนี้เอียงไปด้านหนึ่งอย่างเห็นได้ชัด
倾诉,她向朋友倾诉烦恼。,She poured out her worries to her friend.,เธอระบายความกังวลใจให้เพื่อนฟัง
假使,假使明天下雨怎么办？,What if it rains tomorrow?,ถ้าพรุ่งนี้ฝนตกจะทำยังไง?
假定,我们先假定这个说法成立。,Let's first assume this statement is true.,เราลองสมมติก่อนว่าคำกล่าวนี้เป็นจริง
假装,他假装不认识我。,He pretended not to know me.,เขาแกล้งทำเป็นไม่รู้จักฉัน
假设,假设明天下雨怎么办。,"Suppose it rains tomorrow, what then?",สมมติว่าพรุ่งนี้ฝนตก แล้วจะทำยังไง?
偏,这幅画挂偏了。,This painting is hung crooked.,รูปนี้แขวนเอียงไป
偏偏,我出门偏偏忘带雨伞。,"As luck would have it, I forgot my umbrella.",พอจะออกจากบ้าน ดันลืมเอาร่มไปซะงั้น
偏僻,他住在一个偏僻的山村。,He lives in a remote mountain village.,เขาอาศัยอยู่ในหมู่บ้านบนภูเขาที่ห่างไกล
偏见,我们不应该对他人有偏见。,We shouldn't have prejudice against others.,เราไม่ควรมีอคติต่อคนอื่น
偏远,他在一个偏远的山村工作。,He works in a remote mountain village.,เขาทำงานในหมู่บ้านบนภูเขาที่ห่างไกล
停下,汽车突然停下了。,The car suddenly stopped.,รถหยุดกะทันหัน
停车位,商场里的停车位很紧张。,Parking spaces at the mall are very scarce.,ที่จอดรถในห้างหายากมาก
停顿,他说话时停顿了一下。,He paused for a moment while speaking.,ตอนพูดเขาหยุดชะงักไปครู่หนึ่ง
健全,国家正在健全法律制度。,The country is perfecting its legal system.,ประเทศกำลังทำให้ระบบกฎหมายสมบูรณ์ยิ่งขึ้น
健壮,这匹马长得又高又健壮。,This horse is tall and strong.,ม้าตัวนี้ทั้งสูงทั้งแข็งแรง
偶像,她是我心中的偶像。,She is my idol.,เธอเป็นไอดอลในใจฉัน
偷,有人偷了他的钱包。,Someone stole his wallet.,มีคนขโมยกระเป๋าเงินของเขาไป
偷偷,他偷偷溜出了教室。,He sneaked out of the classroom quietly.,เขาแอบเล็ดลอดออกจากห้องเรียน
傍晚,我们傍晚一起散步。,We take a walk together in the evening.,ตอนเย็นเราเดินเล่นด้วยกัน
储备,国家储备了大量粮食。,The country has stockpiled a large amount of grain.,ประเทศสำรองเสบียงอาหารไว้จำนวนมาก
储存,冰箱可以储存食物。,The fridge can store food.,ตู้เย็นเก็บอาหารได้
储蓄,她每月都坚持储蓄。,She saves money consistently every month.,เธอเก็บออมเงินอย่างสม่ำเสมอทุกเดือน
催,妈妈催我快点起床。,Mom urged me to get up quickly.,แม่เร่งให้ฉันรีบตื่น
催促,老师催促大家交作业。,The teacher urged everyone to hand in homework.,ครูเร่งให้ทุกคนส่งการบ้าน
催眠,轻柔的音乐能催眠。,Soft music can lull you to sleep.,เพลงเบาๆ ช่วยกล่อมให้หลับได้
傲,他从不骄傲自满。,He is never arrogant or complacent.,เขาไม่เคยหยิ่งผยองลำพองตน
傲慢,他的态度显得很傲慢。,His attitude seemed very arrogant.,ท่าทีของเขาดูหยิ่งยโสมาก
傻,别做这么傻的事情。,Don't do such a foolish thing.,อย่าทำเรื่องโง่ๆ แบบนี้
傻瓜,别把我当成傻瓜。,Don't treat me like a fool.,อย่ามาคิดว่าฉันเป็นคนโง่
元宵节,元宵节那天我们吃汤圆。,On the Lantern Festival we eat sweet rice balls.,วันเทศกาลโคมไฟเรากินบัวลอย
元旦,元旦那天我们放假。,We had a holiday on New Year's Day.,วันขึ้นปีใหม่เราหยุด
元素,水由两种元素组成。,Water is made up of two elements.,น้ำประกอบด้วยธาตุสองชนิด
元首,两国元首举行了会谈。,The two heads of state held talks.,ประมุขของสองประเทศจัดการเจรจา
兄弟,他们俩是亲兄弟。,The two of them are brothers.,พวกเขาสองคนเป็นพี่น้องแท้ๆ
充沛,他今天精力十分充沛。,He is full of energy today.,วันนี้เขามีเรี่ยวแรงเต็มเปี่ยม
充电器,我忘带充电器了。,I forgot to bring my charger.,ฉันลืมเอาที่ชาร์จมา
先前,情况比先前好多了。,The situation is much better than before.,สถานการณ์ดีขึ้นกว่าเมื่อก่อนมาก
先后,他们先后到达了机场。,They arrived at the airport one after another.,พวกเขาทยอยกันมาถึงสนามบิน
光彩,这场演出十分光彩夺目。,This performance was dazzlingly brilliant.,การแสดงครั้งนี้เจิดจ้าตระการตามาก
光明,未来充满了光明。,The future is full of light.,อนาคตเต็มไปด้วยความสดใสสว่างไสว
光滑,这块石头表面很光滑。,This stone's surface is very smooth.,ผิวของก้อนหินนี้เรียบลื่นมาก
光芒,太阳发出耀眼光芒。,The sun emits dazzling rays of light.,ดวงอาทิตย์เปล่งประกายแสงเจิดจ้า
光辉,太阳发出耀眼的光辉。,The sun gave off dazzling radiance.,ดวงอาทิตย์เปล่งรัศมีอันเจิดจ้า
克制,他努力克制自己的情绪。,He tried hard to control his emotions.,เขาพยายามข่มอารมณ์ตัวเอง
免,这次考试免了作文。,This exam exempted the essay section.,การสอบครั้งนี้ยกเว้นส่วนเรียงความ
免不了,第一次上台免不了紧张。,"First time on stage, nervousness is unavoidable.",ขึ้นเวทีครั้งแรก ยังไงก็ต้องตื่นเต้นเป็นธรรมดา
免疫,打疫苗能增强免疫能力。,Getting vaccinated boosts your immunity.,การฉีดวัคซีนช่วยเสริมภูมิคุ้มกัน
入侵,敌军试图入侵边境。,The enemy tried to invade the border.,กองทัพศัตรูพยายามรุกรานชายแดน
入门,这本书适合初学者入门。,This book is suitable for beginners to get started.,หนังสือเล่มนี้เหมาะสำหรับมือใหม่เริ่มต้น
全,他全都懂了。,He understood everything.,เขาเข้าใจทั้งหมดแล้ว
全体,全体同学都到齐了。,All the students have arrived.,นักเรียนทั้งหมดมากันครบแล้ว
全力,医生全力抢救病人。,The doctors made every effort to save the patient.,หมอทุ่มสุดกำลังช่วยชีวิตคนไข้
全力以赴,他全力以赴准备考试。,He is preparing for the exam with all his effort.,เขาทุ่มเทเต็มที่เพื่อเตรียมสอบ
全年,这家工厂全年不停工。,This factory operates without stopping all year.,โรงงานนี้เดินเครื่องตลอดทั้งปีไม่หยุด
全心全意,医生全心全意照顾病人。,The doctor cared for patients wholeheartedly.,หมอดูแลคนไข้อย่างสุดหัวใจ
全球,这是全球关注的问题。,This is an issue of global concern.,นี่เป็นปัญหาที่ทั่วโลกให้ความสนใจ
全程,他全程陪伴着病人。,He accompanied the patient the whole time.,เขาอยู่เป็นเพื่อนคนไข้ตลอดทั้งเส้นทาง
全能,她是学校的全能选手。,She is the school's all-round athlete.,เธอเป็นนักกีฬาที่เก่งรอบด้านของโรงเรียน
全身,他全身都湿透了。,He was soaked all over.,เขาเปียกโชกไปทั้งตัว
全长,这座桥全长两公里。,This bridge is two kilometers long in total.,สะพานนี้ยาวทั้งหมดสองกิโลเมตร
公主,这个故事讲的是一位公主。,This story is about a princess.,เรื่องนี้เล่าเกี่ยวกับเจ้าหญิงองค์หนึ่ง
公交车,我每天坐公交车上班。,I take the bus to work every day.,ฉันนั่งรถเมล์ไปทำงานทุกวัน
公众,这项政策受到公众关注。,This policy has drawn public attention.,นโยบายนี้ได้รับความสนใจจากสาธารณชน
公告,学校贴出了一张公告。,The school posted an announcement.,โรงเรียนติดประกาศไว้แผ่นหนึ่ง
公寓,她住在一栋新公寓里。,She lives in a new apartment building.,เธออาศัยอยู่ในอพาร์ตเมนต์หลังใหม่
公布,学校公布了考试成绩。,The school announced the exam results.,โรงเรียนประกาศผลสอบ
公平,比赛结果非常公平。,The competition result is very fair.,ผลการแข่งขันยุติธรรมมาก
公开,公司公开了财务报告。,The company made its financial report public.,บริษัทเปิดเผยรายงานการเงินต่อสาธารณะ
公式,老师讲解了这个数学公式。,The teacher explained this math formula.,ครูอธิบายสูตรคณิตศาสตร์นี้
公益,他常常参加公益活动。,He often takes part in charity activities.,เขามักเข้าร่วมกิจกรรมเพื่อสาธารณประโยชน์
公约,两国签署了一项公约。,The two countries signed a convention.,สองประเทศลงนามในอนุสัญญาฉบับหนึ่ง
公认,他是公认的天才。,He is a publicly acknowledged genius.,เขาเป็นอัจฉริยะที่ทุกคนยอมรับ
公顷,这片农田有十公顷。,This farmland covers ten hectares.,ที่นาผืนนี้มีพื้นที่สิบเฮกตาร์
共,我们共花了百元。,We spent a hundred yuan in total.,เราจ่ายไปทั้งหมดร้อยหยวน
关头,危急关头他保持冷静。,At the critical moment he stayed calm.,ในช่วงวิกฤตเขายังคงสงบนิ่ง
关怀,老师给了学生很多关怀。,The teacher gave the students much care.,ครูมอบความห่วงใยให้นักเรียนมากมาย
关掉,睡觉前请关掉手机。,Please turn off your phone before sleeping.,ก่อนนอนช่วยปิดโทรศัพท์ด้วย
关机,睡觉前请关机。,Please turn off your phone before sleeping.,ก่อนนอนช่วยปิดเครื่องด้วย
关联,这两件事没有关联。,These two matters are unrelated.,สองเรื่องนี้ไม่เกี่ยวข้องกัน
关闭,商店晚上十点关闭。,The shop closes at ten at night.,ร้านปิดตอนสี่ทุ่ม
兴建,政府计划兴建一座大桥。,The government plans to build a large bridge.,รัฐบาลวางแผนสร้างสะพานใหญ่
兴致,大家兴致勃勃地出发了。,Everyone set off in high spirits.,ทุกคนออกเดินทางกันอย่างสนุกสนานเบิกบาน
兴起,这项运动近年兴起。,This sport has risen in recent years.,กีฬาชนิดนี้เพิ่งได้รับความนิยมในช่วงไม่กี่ปีมานี้
兴高采烈,孩子们兴高采烈地跑出去。,The children ran out full of excitement.,เด็กๆ วิ่งออกไปอย่างร่าเริงตื่นเต้น
兵,他年轻时当过兵。,He was a soldier when he was young.,ตอนหนุ่มเขาเคยเป็นทหาร
其余,其余的问题下次再说。,We'll discuss the rest of the questions next time.,คำถามที่เหลือไว้ค่อยว่ากันครั้งหน้า
其后,他先说了原因，其后作出决定。,"He first explained the reason, and afterward made the decision.",เขาบอกเหตุผลก่อน จากนั้นจึงตัดสินใจ
其间,旅行其间发生很多趣事。,During the trip many fun things happened.,ระหว่างการเดินทางมีเรื่องสนุกๆ เกิดขึ้นมากมาย
具体,请你说得更具体一些。,Please be more specific.,ช่วยพูดให้เจาะจงกว่านี้หน่อย
典型,这是一个典型的例子。,This is a typical example.,นี่เป็นตัวอย่างแบบฉบับ
养生,多喝水有助于养生。,Drinking more water helps with health maintenance.,ดื่มน้ำมากๆ ช่วยบำรุงสุขภาพ
兼职,他周末做兼职赚钱。,He does a part-time job on weekends.,วันหยุดเขาทำงานพาร์ตไทม์หาเงิน
兼顾,工作和家庭很难兼顾。,It's hard to balance work and family.,งานกับครอบครัวดูแลให้ลงตัวพร้อมกันได้ยาก
内向,他性格比较内向。,He has a rather introverted personality.,เขาเป็นคนค่อนข้างเก็บตัว
内在,她的内在美更重要。,Her inner beauty matters more.,ความงามภายในของเธอสำคัญกว่า
内外,全家内外都收拾干净了。,"The whole house, inside and out, was cleaned up.",ทั้งบ้านทั้งในและนอกถูกจัดเก็บจนสะอาด
内衣,冬天要穿保暖内衣。,In winter you should wear warm underwear.,หน้าหนาวต้องใส่ชุดชั้นในกันหนาว
内部,公司内部正在改革。,The company is undergoing internal reform.,ภายในบริษัทกำลังปฏิรูป
