hanzi,sentence,en
母亲节,母亲节我送花给妈妈。,On Mother's Day I gave flowers to my mom.
活到老,他希望自己活到老。,He hopes to live to a ripe old age.
清,河水看起来很清。,The river water looks very clear.
温水,早上喝一杯温水。,Drink a glass of warm water in the morning.
球员,这位球员踢得很好。,This player plays very well.
生命力,这棵树很有生命力。,This tree is full of vitality.
画面,电影的画面很美。,The scenes in the movie are beautiful.
病危,他爷爷现在病危。,His grandfather is now critically ill.
白色污染,塑料袋造成白色污染。,Plastic bags cause plastic pollution.
票价,电影票价上涨了。,Movie ticket prices have gone up.
第一部,这是电影的第一部。,This is the first part of the movie.
网球馆,我们在网球馆打球。,We play at the tennis court.
艺术品,这是一件艺术品。,This is a piece of art.
行车,下雨天行车要小心。,Driving in rainy weather requires care.
西方,他对西方文化感兴趣。,He is interested in Western culture.
赛车,他喜欢看赛车比赛。,He likes watching car racing.
通往,这条路通往火车站。,This road leads to the train station.
静坐,他每天早上静坐。,He sits quietly every morning.
面馆,我们去面馆吃面。,We're going to the noodle restaurant to eat noodles.
风雨,他们一起经历风雨。,They went through hard times together.
高中,我妹妹上高中了。,My younger sister is now in high school.
老板,这家店的老板对顾客很热情。,The boss of this shop is very friendly to customers.
段,请你读一段课文。,Please read a paragraph of the text.
便,他一到家便睡觉了。,"As soon as he got home, he went to sleep."
人类,人类需要保护环境。,Humanity needs to protect the environment.
工人,工厂里有很多工人。,There are many workers in the factory.
论文,他正在写毕业论文。,He is writing his graduation thesis.
目标,我的目标是学好汉语。,My goal is to learn Chinese well.
智者,这位智者给了我建议。,This wise man gave me advice.
发表,他发表了一篇文章。,He published an article.
表现,他在比赛中表现很好。,He performed very well in the competition.
国王,国王住在大城堡里。,The king lives in a big castle.
广,他知识面很广。,His knowledge is very broad.
方式,我喜欢这种学习方式。,I like this way of studying.
食物,冰箱里有很多食物。,There is a lot of food in the fridge.
男孩儿,那个男孩儿很聪明。,That boy is very smart.
老鼠,猫在抓老鼠。,The cat is catching a mouse.
则,多则十天，少则五天。,"At most ten days, at least five days."
如何,你如何解决这个问题？,How do you solve this problem?
松茸,这道菜用了新鲜松茸。,This dish uses fresh matsutake mushrooms.
睡眠,充足的睡眠很重要。,Adequate sleep is very important.
石头,河边有很多石头。,There are many stones by the river.
人生,人生充满了惊喜。,Life is full of surprises.
传统,春节是中国的传统节日。,Spring Festival is a traditional Chinese holiday.
时尚,她穿得很时尚。,She dresses very fashionably.
宠物,我家养了一只宠物狗。,My family keeps a pet dog.
兔子,兔子喜欢吃胡萝卜。,Rabbits like to eat carrots.
婚姻,他们的婚姻很幸福。,Their marriage is very happy.
青年,这位青年很有理想。,This young man has great ideals.
取消,会议因为下雨取消了。,The meeting was cancelled because of rain.
情绪,他今天情绪不好。,He's in a bad mood today.
实现,他终于实现了梦想。,He finally achieved his dream.
龙,中国人喜欢龙。,Chinese people like dragons.
缺乏,这里缺乏水资源。,This place lacks water resources.
面对,我们要勇敢面对困难。,We must bravely face difficulties.
古代,古代人没有手机。,People in ancient times didn't have phones.
员工,公司有一百名员工。,The company has one hundred employees.
家庭,他有一个幸福的家庭。,He has a happy family.
空间,这个房间空间很大。,This room has a lot of space.
