hanzi,sentence,en,th_final
发言,会议上他第一个发言。,He was the first to speak at the meeting.,ในที่ประชุมเขาเป็นคนแรกที่ลุกขึ้นพูด
发誓,他发誓永远不再说谎。,He vowed never to lie again.,เขาสาบานว่าจะไม่โกหกอีกต่อไป
发财,他梦想有一天能发财。,He dreams of getting rich someday.,เขาฝันว่าสักวันจะรวย
发起,学生们发起一场募捐活动。,The students initiated a fundraising campaign.,เหล่านักเรียนริเริ่มจัดกิจกรรมระดมทุน
发酵,面团需要发酵两小时。,The dough needs to ferment for two hours.,แป้งต้องหมักไว้สองชั่วโมง
取代,机器逐渐取代了人工。,Machines have gradually replaced manual labor.,เครื่องจักรค่อยๆ เข้ามาแทนที่แรงงานคน
取决于,成功取决于个人的努力。,Success hinges on one's own effort.,ความสำเร็จขึ้นอยู่กับความพยายามของแต่ละคน
取经,他去外地企业取经学习。,He went to companies elsewhere to learn from their experience.,เขาไปดูงานเรียนรู้ประสบการณ์จากบริษัทต่างถิ่น
取而代之,旧制度被新的取而代之。,The old system was replaced by a new one.,ระบบเก่าถูกระบบใหม่เข้ามาแทนที่
取胜,我们队最终取胜。,Our team finally won.,ทีมของเราชนะในที่สุด
受益,许多学生从中受益。,Many students benefited from it.,นักเรียนหลายคนได้รับประโยชน์จากสิ่งนี้
受过,这次失误由他一人受过。,He alone took the blame for this mistake.,ความผิดพลาดครั้งนี้เขารับผิดอยู่คนเดียว
受骗,他因贪心而受骗。,He was cheated because of his greed.,เขาถูกหลอกเพราะความโลภ
变为,水在零度以下变为冰。,Water turns into ice below zero degrees.,น้ำจะกลายเป็นน้ำแข็งเมื่ออุณหภูมิต่ำกว่าศูนย์องศา
变幻莫测,山顶天气变幻莫测。,The weather at the mountaintop is unpredictable.,อากาศบนยอดเขาเปลี่ยนแปลงคาดเดาไม่ได้
变革,科技推动社会不断变革。,Technology continuously drives social transformation.,เทคโนโลยีผลักดันให้สังคมเปลี่ยนแปลงอยู่ตลอด
叙述,他详细叙述了事情经过。,He described in detail how it happened.,เขาเล่ารายละเอียดเหตุการณ์ทั้งหมด
口号,大家高喊环保口号。,Everyone shouted environmental protection slogans.,ทุกคนตะโกนคำขวัญรักษ์สิ่งแวดล้อม
口味,每个人的口味不同。,Everyone's taste is different.,แต่ละคนชอบรสชาติไม่เหมือนกัน
口哨,他吹起了欢快的口哨。,He whistled a cheerful tune.,เขาผิวปากเป็นทำนองสนุกๆ
口感,这道菜口感十分细腻。,This dish has a very delicate texture.,อาหารจานนี้สัมผัสในปากละเอียดนุ่มมาก
口气,他说话的口气很坚定。,He spoke in a very firm tone.,น้ำเสียงที่เขาพูดหนักแน่นมาก
口水,小狗看到肉直流口水。,The dog drooled at the sight of meat.,เจ้าหมาน้อยเห็นเนื้อแล้วน้ำลายไหล
口语,他的口语说得很流利。,His spoken Chinese is very fluent.,ภาษาพูดของเขาคล่องมาก
古,这是一座古城。,This is an ancient city.,นี่คือเมืองโบราณ
古人,古人很重视礼仪。,Ancient people placed great importance on etiquette.,คนโบราณให้ความสำคัญกับมารยาทมาก
古今中外,这种情感古今中外皆同。,This emotion is the same at all times and in all places.,ความรู้สึกแบบนี้เหมือนกันไม่ว่ายุคไหนหรือที่ใด
古典,她喜欢古典音乐。,She likes classical music.,เธอชอบดนตรีคลาสสิก
古怪,那位老人性格十分古怪。,That old man has a very strange personality.,ชายชราคนนั้นนิสัยประหลาดมาก
古朴,这座小镇风格古朴典雅。,This small town has a simple unadorned and elegant style.,เมืองเล็กๆ แห่งนี้มีสไตล์เรียบง่ายแบบโบราณและสง่างาม
只见,抬头只见满天星星。,"Looking up, one saw a sky full of stars.",เงยหน้าขึ้นก็เห็นดาวเต็มท้องฟ้า
只顾,他只顾玩手机，不听课。,He was so absorbed in his phone that he ignored the lesson.,เขามัวแต่เล่นมือถือ ไม่ตั้งใจเรียน
召开,公司明天召开会议。,The company will hold a meeting tomorrow.,บริษัทจะจัดประชุมพรุ่งนี้
可信,这个消息来源并不可信。,This source of information is not trustworthy.,แหล่งข่าวนี้เชื่อถือไม่ได้
可想而知,结果如何可想而知。,The outcome goes without saying.,ผลลัพธ์จะเป็นยังไงก็เดาได้ไม่ยาก
可耻,撒谎欺骗他人十分可耻。,Lying to deceive others is very shameful.,การโกหกหลอกลวงคนอื่นเป็นเรื่องน่าละอายมาก
可见,由此可见他很努力。,"From this, it's clear he works hard.",จากตรงนี้ก็เห็นได้ชัดว่าเขาขยันมาก
可观,公司今年利润相当可观。,The company's profit this year is quite considerable.,กำไรของบริษัทปีนี้สูงพอสมควร
可贵,诚实的品质十分可贵。,Honesty is a very praiseworthy quality.,ความซื่อสัตย์เป็นคุณสมบัติที่น่ายกย่องมาก
可靠,这个消息很可靠。,This news is very reliable.,ข่าวนี้เชื่อถือได้มาก
台球,周末我们去打台球。,We're going to play billiards this weekend.,สุดสัปดาห์นี้เราจะไปเล่นบิลเลียดกัน
台阶,小心台阶，别摔倒。,"Watch the steps, don't fall.",ระวังขั้นบันไดด้วย อย่าหกล้ม
台风,这位歌手台风非常稳健。,This singer has very steady stage presence.,นักร้องคนนี้วางตัวบนเวทีได้นิ่งและมั่นใจมาก
号称,这里号称美食之都。,This place is known as a food paradise.,ที่นี่ได้ชื่อว่าเป็นเมืองแห่งอาหาร
叼,小狗叼着一根骨头跑开。,The puppy ran off holding a bone in its mouth.,ลูกหมาคาบกระดูกวิ่งหนีไป
吃不上,战乱年代百姓常吃不上饭。,In times of war ordinary people often couldn't get food to eat.,ในยุคสงครามชาวบ้านมักไม่มีข้าวจะกิน
吃力,他爬楼梯感到吃力。,He found climbing the stairs strenuous.,เขารู้สึกว่าการเดินขึ้นบันไดนั้นเหนื่อยและลำบาก
各地,游客来自世界各地。,Tourists come from all over the world.,นักท่องเที่ยวมาจากทั่วทุกมุมโลก
各自,会议结束后大家各自回家。,"After the meeting, everyone went home separately.",หลังประชุมเสร็จทุกคนต่างแยกย้ายกันกลับบ้าน
合情合理,他的解释合情合理。,His explanation is reasonable and fair.,คำอธิบายของเขาสมเหตุสมผล
合成,科学家成功合成新材料。,Scientists successfully synthesized a new material.,นักวิทยาศาสตร์สังเคราะห์วัสดุใหม่ได้สำเร็จ
合法,这样做完全合法。,Doing this is completely legal.,การทำแบบนี้ถูกกฎหมายทุกประการ
吉祥,红色代表吉祥如意。,Red represents good luck and fortune.,สีแดงเป็นสัญลักษณ์ของความเป็นสิริมงคล
同步,两台机器必须同步运转。,The two machines must operate synchronously.,เครื่องจักรสองเครื่องต้องทำงานให้สอดคล้องพร้อมกัน
名副其实,他是名副其实的专家。,He is a true expert in every sense.,เขาเป็นผู้เชี่ยวชาญตัวจริงสมชื่อ
名声,这件事损害了公司名声。,This matter damaged the company's reputation.,เรื่องนี้ทำให้ชื่อเสียงของบริษัทเสียหาย
名气,这家餐厅在本地很有名气。,This restaurant is quite famous locally.,ร้านอาหารร้านนี้มีชื่อเสียงในท้องถิ่นมาก
名片,他递给我一张名片。,He handed me a business card.,เขายื่นนามบัตรให้ฉันใบหนึ่ง
名著,他读完了这部世界名著。,He finished reading this world classic.,เขาอ่านวรรณกรรมชื่อดังของโลกเล่มนี้จบแล้ว
后代,我们应为后代保护环境。,We should protect the environment for future generations.,เราควรรักษาสิ่งแวดล้อมไว้เพื่อลูกหลานรุ่นหลัง
后期,电影后期制作很复杂。,A film's post-production is very complex.,ขั้นตอนการผลิตช่วงหลังของภาพยนตร์ซับซ้อนมาก
后果,你要承担后果。,You have to bear the consequences.,เธอต้องรับผลที่ตามมา
后退,遇到危险不要后退。,Don't retreat when facing danger.,เมื่อเจออันตรายอย่าถอยหนี
后遗症,这场病留下了后遗症。,This illness left lasting after-effects.,โรคครั้งนี้ทิ้งผลข้างเคียงเรื้อรังไว้
吐,他把口香糖吐进垃圾桶。,He spat the chewing gum into the trash can.,เขาบ้วนหมากฝรั่งลงถังขยะ
向前,队伍继续向前行进。,The team continued marching forward.,ขบวนเดินหน้าต่อไป
向往,孩子们向往自由自在的生活。,Children yearn for a free and easy life.,เด็กๆ ใฝ่ฝันถึงชีวิตที่อิสระเสรี
向来,他做事向来一丝不苟。,He has always been meticulous in his work.,เขาทำงานอย่างละเอียดรอบคอบมาโดยตลอด
向着,船向着大海前进。,The ship sails toward the sea.,เรือแล่นมุ่งหน้าสู่ทะเล
吓,那个声音吓了我一跳。,That sound gave me a fright.,เสียงนั้นทำฉันสะดุ้งตกใจ
否决,议会否决了这项提案。,The council vetoed this proposal.,สภาโหวตคว่ำข้อเสนอนี้
否认,他坚决否认这项指控。,He firmly denied this accusation.,เขาปฏิเสธข้อกล่าวหานี้อย่างหนักแน่น
吩咐,妈妈吩咐我早点回家。,Mom told me to come home early.,แม่สั่งให้ฉันกลับบ้านเร็วๆ หน่อย
含糊,他的回答很含糊。,His answer was quite vague.,คำตอบของเขาคลุมเครือมาก
听从,孩子应该听从父母的建议。,Children should heed their parents' advice.,ลูกๆ ควรเชื่อฟังคำแนะนำของพ่อแม่
启动,工程师重新启动了系统。,The engineer restarted the system.,วิศวกรเปิดระบบขึ้นมาใหม่อีกครั้ง
启蒙,这本书对儿童很有启蒙作用。,This book plays an important role in educating children.,หนังสือเล่มนี้มีบทบาทสำคัญในการเปิดโลกความรู้ให้เด็ก
启迪,这句话给了我很大启迪。,This sentence gave me great enlightenment.,ประโยคนี้จุดประกายความคิดให้ฉันอย่างมาก
吸,他深深地吸了一口气。,He took a deep breath.,เขาสูดหายใจเข้าลึกๆ
吸取,我们要吸取失败的教训。,We must draw lessons from failure.,เราต้องเรียนรู้บทเรียนจากความล้มเหลว
吸烟,公共场所禁止吸烟。,Smoking is prohibited in public places.,ห้ามสูบบุหรี่ในที่สาธารณะ
吼,狮子在草原上大声吼叫。,The lion roared loudly on the grassland.,สิงโตคำรามเสียงดังกลางทุ่งหญ้า
呈现,天空呈现出橙红色。,The sky took on an orange-red color.,ท้องฟ้าปรากฏเป็นสีส้มแดง
告,他要告诉我一个秘密。,He wants to tell me a secret.,เขาอยากบอกความลับให้ฉันฟัง
告知,请告知我们最新消息。,Please inform us of the latest news.,ช่วยแจ้งข่าวล่าสุดให้เราทราบด้วย
告示,墙上贴着一张告示。,A notice was posted on the wall.,บนกำแพงมีประกาศติดอยู่แผ่นหนึ่ง
告诫,老师告诫我们要小心。,The teacher warned us to be careful.,คุณครูกำชับให้เราระมัดระวัง
周到,服务员非常周到。,The waiter was very thoughtful.,พนักงานเสิร์ฟดูแลเอาใจใส่มาก
周密,我们制定了周密的计划。,We drew up a thorough plan.,เราวางแผนไว้อย่างรัดกุมรอบคอบ
周年,今年是公司成立十周年。,This year marks the company's tenth anniversary.,ปีนี้เป็นวาระครบรอบสิบปีของบริษัท
周期,月亮有固定的周期。,The moon has a fixed cycle.,ดวงจันทร์มีวัฏจักรที่แน่นอน
味儿,这汤真有味儿。,This soup really has flavor.,ซุปนี้มีรสชาติดีจริงๆ
呼吁,专家呼吁大家节约用水。,Experts are calling on everyone to conserve water.,ผู้เชี่ยวชาญเรียกร้องให้ทุกคนประหยัดน้ำ
呼救,溺水的人大声呼救。,The drowning person shouted for help.,คนที่กำลังจมน้ำตะโกนขอความช่วยเหลือ
和尚,山上住着一位老和尚。,An old monk lives on the mountain.,บนภูเขามีพระชรารูปหนึ่งอาศัยอยู่
和平,世界人民渴望和平。,People around the world long for peace.,ผู้คนทั่วโลกโหยหาสันติภาพ
和睦,一家人相处十分和睦。,The family gets along very harmoniously.,คนในครอบครัวอยู่ด้วยกันอย่างกลมเกลียว
和蔼,老师对学生十分和蔼。,The teacher is very kind to the students.,คุณครูใจดีกับนักเรียนมาก
咱,咱一起走吧。,Let's go together.,เราไปด้วยกันเถอะ
咳,他感冒后一直咳个不停。,He has been coughing nonstop since catching a cold.,เขาไอไม่หยุดเลยตั้งแต่เป็นหวัด
咽,他慢慢地咽下药片。,He slowly swallowed the pill.,เขาค่อยๆ กลืนยาเม็ดลงไป
品德,老师很重视学生的品德。,The teacher values students' moral character highly.,คุณครูให้ความสำคัญกับคุณธรรมของนักเรียนมาก
品行,老师十分注重学生品行。,The teacher places great emphasis on students' moral conduct.,คุณครูใส่ใจความประพฤติของนักเรียนอย่างมาก
品质,这款产品品质优良。,This product is of excellent quality.,สินค้ารุ่นนี้คุณภาพดีเยี่ยม
响亮,他的歌声十分响亮。,His singing voice is very loud and clear.,เสียงร้องของเขาดังกังวานมาก
响起,教室里突然响起铃声。,The bell suddenly rang out in the classroom.,จู่ๆ เสียงกริ่งก็ดังขึ้นในห้องเรียน
哲学,他在大学主修哲学。,He majors in philosophy at university.,เขาเรียนเอกปรัชญาที่มหาวิทยาลัย
唤起,这首歌唤起我的回忆。,This song awakened my memories.,เพลงนี้ปลุกความทรงจำของฉันขึ้นมา
唯,唯有努力才能成功。,Only through hard work can one succeed.,มีเพียงความพยายามเท่านั้นที่จะนำไปสู่ความสำเร็จ
唯独,别人都及格了，唯独他没有。,"Everyone else passed, only he did not.",คนอื่นสอบผ่านกันหมด มีเพียงเขาคนเดียวที่ไม่ผ่าน
商讨,双方正在商讨合作方案。,Both sides are discussing a cooperation plan.,ทั้งสองฝ่ายกำลังหารือแผนความร่วมมือ
啦,太好啦，我们成功了！,Great,ดีจังเลย เราทำสำเร็จแล้ว!
喂养,她每天喂养这些小猫。,She feeds these kittens every day.,เธอให้อาหารลูกแมวพวกนี้ทุกวัน
善,他一直乐善好施。,He has always been generous and charitable.,เขาเป็นคนใจบุญชอบช่วยเหลือผู้อื่นมาตลอด
善意,他的批评出于善意。,His criticism came from good intentions.,คำวิจารณ์ของเขามาจากความหวังดี
喇叭,汽车喇叭突然响了起来。,The car horn suddenly sounded.,แตรรถดังขึ้นมาทันที
喘,他爬完山累得直喘。,He was so tired from climbing the mountain that he kept panting.,เขาปีนเขาเสร็จเหนื่อยจนหอบ
喜出望外,听到消息他喜出望外。,He was overjoyed upon hearing the news.,เขาดีใจสุดๆ เมื่อได้ยินข่าว
喜剧,这部电影是一部喜剧。,This movie is a comedy.,หนังเรื่องนี้เป็นหนังตลก
喜庆,春节的气氛十分喜庆。,The Spring Festival atmosphere is very festive.,บรรยากาศวันตรุษจีนรื่นเริงมาก
喜怒哀乐,演员必须演绎喜怒哀乐。,An actor must portray the full range of human emotions.,นักแสดงต้องถ่ายทอดอารมณ์ทั้งสุขทุกข์โกรธเศร้า
喝彩,观众为她大声喝彩。,The audience cheered loudly for her.,ผู้ชมส่งเสียงเชียร์เธอดังลั่น
嗅觉,狗的嗅觉非常灵敏。,Dogs have a very keen sense of smell.,สุนัขมีประสาทรับกลิ่นที่ไวมาก
嘉宾,今晚的嘉宾是一位教授。,Tonight's honored guest is a professor.,แขกรับเชิญคืนนี้เป็นศาสตราจารย์
嘛,有问题就问嘛。,"If you have a question, just ask.",มีอะไรสงสัยก็ถามได้เลย
嘱咐,妈妈嘱咐我路上小心。,Mom told me to be careful on the way.,แม่กำชับให้ฉันระวังตัวระหว่างทาง
嘲笑,别嘲笑他的口音。,Don't mock his accent.,อย่าล้อเลียนสำเนียงของเขา
嘴巴,她张开嘴巴笑了。,She opened her mouth and laughed.,เธออ้าปากหัวเราะ
器材,体育馆里堆满了器材。,The gymnasium was piled full of equipment.,ในโรงยิมเต็มไปด้วยอุปกรณ์กีฬา
器械,健身房里有很多器械。,There is a lot of equipment in the gym.,ในฟิตเนสมีเครื่องออกกำลังกายเยอะมาก
噪声,工地的噪声让人烦躁。,The noise from the construction site is annoying.,เสียงรบกวนจากไซต์ก่อสร้างทำให้หงุดหงิด
噪音,工地的噪音很大。,The construction site is very noisy.,เสียงอึกทึกจากไซต์ก่อสร้างดังมาก
嚷,他生气地大声嚷起来。,He shouted angrily.,เขาตะโกนเสียงดังด้วยความโกรธ
四合院,他家住在一个四合院里。,His family lives in a traditional courtyard house.,บ้านของเขาอยู่ในบ้านโบราณแบบมีลานกลางล้อมรอบ
四周,四周静悄悄的，没有声音。,"It was quiet all around, with no sound at all.",รอบๆ เงียบสงัด ไม่มีเสียงใดๆ
四处,他四处寻找丢失的钱包。,He searched everywhere for his lost wallet.,เขาตามหากระเป๋าเงินที่หายไปทุกที่
四季,这里四季如春。,It's like spring here all year round.,ที่นี่เหมือนฤดูใบไม้ผลิตลอดทั้งปี
四面八方,客人从四面八方赶来。,Guests came rushing from all directions.,แขกเหรื่อหลั่งไหลมาจากทุกสารทิศ
回味,这道菜让人回味无穷。,This dish leaves an endless aftertaste to savor.,อาหารจานนี้กินแล้วชวนให้คิดถึงรสชาติไม่รู้ลืม
回想,他常常回想童年往事。,He often recalls memories from his childhood.,เขามักหวนนึกถึงเรื่องราวในวัยเด็กบ่อยๆ
回报,父母不求回报。,Parents ask for nothing in return.,พ่อแม่ไม่เคยหวังสิ่งตอบแทน
回收,这些瓶子可以回收利用。,These bottles can be recycled and reused.,ขวดพวกนี้นำกลับมาใช้ใหม่ได้
回避,他总是回避这个问题。,He always avoids this question.,เขาหลบเลี่ยงคำถามนี้เสมอ
回馈,公司决定回馈社会。,The company decided to give back to society.,บริษัทตัดสินใจตอบแทนสังคม
因人而异,治疗方法因人而异。,Treatment methods vary from person to person.,วิธีการรักษาแตกต่างกันไปในแต่ละคน
团体,这是一个公益团体。,This is a charitable organization.,นี่คือกลุ่มองค์กรเพื่อการกุศล
团圆,全家在春节团圆。,The whole family reunites during Spring Festival.,ทั้งครอบครัวมารวมตัวพร้อมหน้ากันในวันตรุษจีน
园地,这里是孩子们的园地。,This is a garden area for the children.,ที่นี่คือพื้นที่ของเด็กๆ
困扰,这个问题一直困扰着我。,This problem has been troubling me constantly.,ปัญหานี้รบกวนจิตใจฉันมาตลอด
围巾,她围着一条红色围巾。,She wore a red scarf.,เธอพันผ้าพันคอสีแดงไว้
围绕,会议围绕环保展开。,The meeting centered on environmental protection.,การประชุมมุ่งเน้นไปที่เรื่องการรักษาสิ่งแวดล้อม
固执,老人的脾气很固执。,The old man's temper is very stubborn.,คนแก่คนนี้นิสัยดื้อรั้นมาก
固然,成功固然重要，过程也重要。,"Success is important, of course, but so is the process.",ความสำเร็จนั้นสำคัญก็จริง แต่กระบวนการก็สำคัญเช่นกัน
国内,这是国内航班。,This is a domestic flight.,นี่คือเที่ยวบินในประเทศ
国土,军队保卫国土安全。,The army defends the security of the nation's territory.,กองทัพปกป้องความมั่นคงของดินแดนประเทศ
国籍,请填写你的国籍。,Please fill in your nationality.,กรุณากรอกสัญชาติของคุณ
图书,这里图书很齐全。,The books here are quite extensive.,หนังสือที่นี่มีครบครันมาก
图形,屏幕上显示一个图形。,A figure is displayed on the screen.,บนหน้าจอแสดงรูปทรงหนึ่งขึ้นมา
图纸,工程师正在看图纸。,The engineer is looking at the blueprint.,วิศวกรกำลังดูแบบแปลน
圆形,桌子是圆形的。,The table is round.,โต๊ะตัวนี้เป็นทรงกลม
圆满,婚礼办得非常圆满。,The wedding was a resounding success.,งานแต่งงานจัดได้อย่างราบรื่นสมบูรณ์แบบ
圈,他在纸上画了一个圈。,He drew a circle on the paper.,เขาวาดวงกลมลงบนกระดาษ
