hanzi,sentence,en,th_final
印刷术,他研究印刷术的历史。,He studies the history of printing technology.,เขาศึกษาประวัติของเทคนิคการพิมพ์
吃零食,小孩喜欢吃零食。,Children like to eat snacks.,เด็กๆ ชอบกินขนม
喷发,火山突然喷发了。,The volcano suddenly erupted.,อยู่ๆ ภูเขาไฟก็ปะทุ
山西人,他是山西人。,He is a person from Shanxi.,เขาเป็นคนซานซี
开凿,工人开凿了一条隧道。,Workers cut through and dug a tunnel.,คนงานขุดเจาะอุโมงค์ขึ้นมาเส้นหนึ่ง
拱桥,河上有一座拱桥。,There is an arch bridge over the river.,เหนือแม่น้ำมีสะพานโค้งอยู่สะพานหนึ่ง
播放,电视正在播放新闻。,The TV is broadcasting the news.,ทีวีกำลังออกอากาศข่าว
星星,晚上能看见星星。,You can see the stars at night.,ตอนกลางคืนมองเห็นดวงดาวได้
有无,他检查货物有无损坏。,He checked whether the goods were damaged.,เขาตรวจดูว่าสินค้าเสียหายหรือไม่
有色,这是一种有色玻璃。,This is a kind of colored glass.,นี่คือกระจกสีชนิดหนึ่ง
桥梁,这座桥梁很长。,This bridge is very long.,สะพานนี้ยาวมาก
椒,这道菜放了很多辣椒。,This dish has a lot of pepper in it.,อาหารจานนี้ใส่พริกเยอะมาก
水利,政府重视水利建设。,The government values water conservancy projects.,รัฐบาลให้ความสำคัญกับการสร้างระบบชลประทาน
求学,他去国外求学。,He went abroad to pursue his studies.,เขาไปเรียนต่อที่ต่างประเทศ
秒,还有十秒就开始了。,There are ten seconds left before it starts.,อีกสิบวินาทีก็จะเริ่มแล้ว
米缸,米缸里没有米了。,There is no rice left in the rice jar.,ในโอ่งข้าวไม่มีข้าวเหลือแล้ว
红楼,山顶上有一座红楼。,There is a red mansion on top of the hill.,บนยอดเขามีคฤหาสน์สีแดงอยู่หลังหนึ่ง
羊群,草原上有很多羊群。,There are many flocks of sheep on the grassland.,บนทุ่งหญ้ามีฝูงแกะอยู่มากมาย
老爷爷,老爷爷坐在门口。,The elderly grandpa is sitting at the doorway.,คุณปู่นั่งอยู่ที่หน้าประตู
茧,蚕吐丝结成茧。,The silkworm spins silk into a cocoon.,หนอนไหมพ่นใยออกมาถักเป็นรังไหม
虎,老虎是森林之王。,The tiger is the king of the forest.,เสือคือราชาแห่งป่า
蜈蚣,地上爬着一只蜈蚣。,A centipede is crawling on the ground.,มีตะขาบตัวหนึ่งคลานอยู่บนพื้น
裂,杯子摔裂了。,The cup cracked when it fell.,แก้วตกลงไปแล้วแตกร้าว
诱饵,渔夫用诱饵钓鱼。,The fisherman uses bait to catch fish.,ชาวประมงใช้เหยื่อล่อตกปลา
调,他被调去北京工作。,He was transferred to work in Beijing.,เขาถูกย้ายไปทำงานที่ปักกิ่ง
轨道,火车行驶在轨道上。,The train runs on the track.,รถไฟวิ่งอยู่บนราง
转基因,这是转基因食品。,This is genetically modified food.,นี่คืออาหารดัดแปลงพันธุกรรม
韧,这种绳子很韧。,This kind of rope is very tough.,เชือกชนิดนี้เหนียวมาก
鱼头,妈妈煮了鱼头汤。,Mom cooked fish head soup.,แม่ต้มซุปหัวปลา
三类,这些书分为三类。,These books are divided into three kinds.,หนังสือพวกนี้แบ่งเป็นสามประเภท
不安,他心里感到不安。,He felt uneasy inside.,ในใจเขารู้สึกไม่สบายใจ
人人,人人都喜欢这首歌。,Everyone likes this song.,ใครๆ ก็ชอบเพลงนี้
今后,今后我会更努力。,From now on I will work harder.,ต่อจากนี้ฉันจะพยายามมากขึ้น
众多,公园里有众多游客。,There are numerous visitors in the park.,ในสวนสาธารณะมีนักท่องเที่ยวมากมาย
依赖,孩子依赖父母。,Children depend on their parents.,เด็กๆ พึ่งพาพ่อแม่
倘若,倘若下雨，我们就取消。,"If it rains, we will cancel.",ถ้าฝนตก เราก็จะยกเลิก
全新,他买了一辆全新的车。,He bought a brand new car.,เขาซื้อรถใหม่เอี่ยมมาคันหนึ่ง
凸显,这个问题凸显了矛盾。,This issue highlights the conflict.,ปัญหานี้ทำให้เห็นความขัดแย้งเด่นชัดขึ้น
分解,垃圾需要时间分解。,Garbage needs time to decompose.,ขยะต้องใช้เวลาย่อยสลาย
初,起初我不认识他。,"At first, I didn't know him.",ตอนแรกฉันไม่รู้จักเขา
半途而废,他从不半途而废。,He never gives up halfway.,เขาไม่เคยล้มเลิกกลางคัน
华丽,这件裙子很华丽。,This dress is very gorgeous.,ชุดกระโปรงตัวนี้หรูหรามาก
历史悠久,这座城市历史悠久。,This city has a long and established history.,เมืองนี้มีประวัติศาสตร์ยาวนาน
参与,参与讨论很有意义。,Participating in the discussion is meaningful.,การเข้าร่วมพูดคุยแลกเปลี่ยนมีความหมายมาก
响,电话响了很久。,The phone rang for a long time.,โทรศัพท์ดังอยู่นาน
喜悦,她心里充满喜悦。,Her heart was filled with joy.,ในใจเธอเต็มไปด้วยความยินดี
图画,墙上挂着一幅图画。,A picture hangs on the wall.,บนผนังมีภาพวาดแขวนอยู่ภาพหนึ่ง
场合,这种场合要穿正装。,You should wear formal clothes on such occasions.,โอกาสแบบนี้ต้องแต่งตัวทางการ
场所,图书馆是安静的场所。,The library is a quiet place.,ห้องสมุดเป็นสถานที่เงียบสงบ
场面,婚礼场面十分热闹。,The wedding scene was very lively.,บรรยากาศงานแต่งงานคึกคักมาก
境界,他达到了新的境界。,He reached a new realm.,เขาก้าวไปถึงขั้นใหม่แล้ว
头脑,他头脑很清醒。,His mind is very clear.,สมองเขาแจ่มใสมาก
奇,他的想法十分奇特。,His idea is quite peculiar.,ความคิดของเขาแปลกประหลาดมาก
套,我买了一套衣服。,I bought a set of clothes.,ฉันซื้อเสื้อผ้ามาชุดหนึ่ง
尽快,请尽快回复邮件。,Please reply to the email as soon as possible.,กรุณาตอบอีเมลโดยเร็วที่สุด
尽量,我们尽量准时到达。,We will try our best to arrive on time.,เราจะพยายามไปให้ตรงเวลา
居住,他们居住在乡下。,They reside in the countryside.,พวกเขาอาศัยอยู่ที่ชนบท
工作人员,工作人员正在检查设备。,The staff members are checking the equipment.,เจ้าหน้าที่กำลังตรวจอุปกรณ์
年间,那几年间发生了很多事。,Many things happened during those years.,ในช่วงหลายปีนั้นเกิดเรื่องขึ้นมากมาย
弱,他身体很弱。,His body is weak.,ร่างกายเขาอ่อนแอมาก
强大,这个国家很强大。,This country is very powerful.,ประเทศนี้เข้มแข็งมาก
得天独厚,这里条件得天独厚。,The conditions here are uniquely favorable.,ที่นี่มีเงื่อนไขได้เปรียบเป็นพิเศษ
忽略,不要忽略细节。,Don't overlook the details.,อย่ามองข้ามรายละเอียด
急于求成,他做事急于求成。,He is impatient for quick results in his work.,เขาทำงานใจร้อนอยากเห็นผลไวๆ
总之,总之，我们成功了。,"In short, we succeeded.",สรุปคือ เราสำเร็จแล้ว
承受,他能承受压力。,He can bear the pressure.,เขาสามารถแบกรับความกดดันได้
挣扎,他在水中挣扎。,He struggled in the water.,เขาดิ้นรนอยู่ในน้ำ
操作,请按说明操作机器。,Please operate the machine according to the instructions.,กรุณาใช้งานเครื่องตามคำแนะนำ
支配,时间由你自己支配。,Time is controlled by yourself.,เวลาขึ้นอยู่กับที่คุณจะจัดการเอง
改进,我们需要改进方法。,We need to improve the method.,เราต้องปรับปรุงวิธีการ
放慢,请放慢说话速度。,Please slow down your speaking pace.,กรุณาพูดให้ช้าลง
敏感,她皮肤很敏感。,Her skin is very sensitive.,ผิวของเธอแพ้ง่ายมาก
整整,他整整等了一天。,He waited for a whole day.,เขารอตั้งหนึ่งวันเต็มๆ
文学,她喜欢古典文学。,She likes classical literature.,เธอชอบวรรณกรรมคลาสสิก
新颖,这个设计很新颖。,This design is very novel.,ดีไซน์นี้แปลกใหม่มาก
无数,天上有无数星星。,There are countless stars in the sky.,บนท้องฟ้ามีดวงดาวนับไม่ถ้วน
时刻,这是关键时刻。,This is a critical moment.,นี่คือช่วงเวลาสำคัญ
望,我望你早日康复。,I hope you recover soon.,ฉันหวังว่าเธอจะหายไวๆ
来自,他来自法国。,He comes from France.,เขามาจากฝรั่งเศส
格外,今天天气格外冷。,Today the weather is especially cold.,วันนี้อากาศหนาวเป็นพิเศษ
消耗,运动消耗体力。,Exercise consumes physical energy.,การออกกำลังกายใช้พลังงานร่างกาย
深受,他深受大家欢迎。,He is very popular with everyone.,เขาได้รับความนิยมจากทุกคนอย่างมาก
激励,老师激励学生努力。,The teacher encourages students to work hard.,คุณครูกระตุ้นให้นักเรียนตั้งใจ
灵感,音乐给了他灵感。,Music gave him inspiration.,ดนตรีให้แรงบันดาลใจแก่เขา
照射,阳光照射大地。,Sunlight shines on the earth.,แสงแดดส่องลงมายังผืนดิน
照样,他照样每天跑步。,He runs every day as usual.,เขายังคงวิ่งทุกวันเหมือนเดิม
物美价廉,这些商品物美价廉。,These goods are good quality and cheap.,สินค้าพวกนี้ทั้งดีทั้งถูก
甚,这消息甚好。,This news is very good.,ข่าวนี้ดียิ่งนัก
的确,他的确很聪明。,He is indeed very smart.,เขาฉลาดจริงๆ
睡不着,我今晚睡不着觉。,I can't fall asleep tonight.,คืนนี้ฉันนอนไม่หลับ
神话,这个神话很有名。,This legend is very famous.,ตำนานเรื่องนี้โด่งดังมาก
称做,他被称做专家。,He is called an expert.,เขาถูกเรียกว่าผู้เชี่ยวชาญ
等于,三加二等于五。,Three plus two equals five.,สามบวกสองเท่ากับห้า
精华,这是全书的精华。,This is the essence of the whole book.,นี่คือแก่นสารของทั้งเล่ม
终究,他终究会明白。,He will understand in the end.,สุดท้ายแล้วเขาก็จะเข้าใจ
置于,请把书置于桌上。,Please place the book on the table.,กรุณาวางหนังสือไว้บนโต๊ะ
联合,两国决定联合起来。,The two countries decided to join together.,สองประเทศตัดสินใจร่วมมือกัน
自古以来,自古以来人们敬天。,"Since ancient times, people have revered heaven.",ตั้งแต่โบราณกาลผู้คนเคารพฟ้า
融洽,他们关系很融洽。,Their relationship is very harmonious.,ความสัมพันธ์ของพวกเขากลมเกลียวกันดี
袭,士兵袭击敌营。,The soldiers attacked the enemy camp.,ทหารบุกโจมตีค่ายข้าศึก
观念,他的观念很传统。,His ideas are very traditional.,แนวคิดของเขาเป็นแบบดั้งเดิมมาก
视,老师视学生如子女。,The teacher regards students as her own children.,คุณครูมองนักเรียนเหมือนลูกของตัวเอง
认同,我认同这个观点。,I agree with this viewpoint.,ฉันเห็นด้วยกับมุมมองนี้
贡献,他为国家做贡献。,He makes contributions to the country.,เขาทำคุณประโยชน์ให้ประเทศชาติ
转折,这是人生的转折点。,This is a turning point in life.,นี่คือจุดเปลี่ยนของชีวิต
遮挡,大树遮挡了阳光。,The big tree blocks the sunlight.,ต้นไม้ใหญ่บังแสงแดด
部门,他在销售部门工作。,He works in the sales department.,เขาทำงานอยู่แผนกขาย
长久,友谊需要长久维持。,Friendship needs long-term maintenance.,มิตรภาพต้องรักษาไว้ให้ยาวนาน
阻碍,大雨阻碍了交通。,The heavy rain obstructed traffic.,ฝนตกหนักทำให้การจราจรติดขัด
首,他首次获得冠军。,He won the championship for the first time.,เขาได้แชมป์เป็นครั้งแรก
不便,交通不便很麻烦。,Inconvenient transportation is troublesome.,การเดินทางไม่สะดวกทำให้ยุ่งยาก
世界各地,游客来自世界各地。,Tourists come from all over the world.,นักท่องเที่ยวมาจากทั่วทุกมุมโลก
两者,两者都很重要。,Both of them are important.,ทั้งสองอย่างสำคัญทั้งคู่
主题,这幅画主题鲜明。,This painting has a clear theme.,ภาพวาดนี้มีแก่นเรื่องชัดเจน
介于,温度介于零度和十度之间。,The temperature is between zero and ten degrees.,อุณหภูมิอยู่ระหว่างศูนย์ถึงสิบองศา
代价,成功需要付出代价。,Success requires paying a price.,ความสำเร็จต้องแลกมาด้วยราคาที่ต้องจ่าย
优势,他有明显的优势。,He has an obvious advantage.,เขามีข้อได้เปรียบที่ชัดเจน
传递,他传递了这个消息。,He passed on this message.,เขาส่งต่อข่าวนี้
体会,我体会到生活的美。,I came to appreciate the beauty of life.,ฉันได้ซาบซึ้งถึงความงามของชีวิต
例,请举一个例子。,Please give an example.,ช่วยยกตัวอย่างสักอย่างหนึ่ง
倍,这个比那个大三倍。,This one is three times bigger than that one.,อันนี้ใหญ่กว่าอันนั้นสามเท่า
借助,他借助工具完成了任务。,He completed the task with the help of tools.,เขาอาศัยเครื่องมือช่วยทำงานจนสำเร็จ
充实,他的生活很充实。,His life is very fulfilling.,ชีวิตของเขาเต็มอิ่มมาก
全国,全国人民庆祝节日。,People across the whole nation celebrate the festival.,ประชาชนทั้งประเทศฉลองเทศกาล
再次,他再次获得冠军。,He won the championship again.,เขาได้แชมป์อีกครั้ง
创意,这个广告很有创意。,This advertisement is very creative.,โฆษณาชิ้นนี้มีความคิดสร้างสรรค์มาก
创新,公司鼓励员工创新。,The company encourages employees to innovate.,บริษัทส่งเสริมให้พนักงานสร้างนวัตกรรมใหม่ๆ
制成,这些布料制成了衣服。,This fabric was made into clothes.,ผ้าพวกนี้ถูกนำมาทำเป็นเสื้อผ้า
加以,问题需要加以解决。,The problem needs to be addressed.,ปัญหานี้จำเป็นต้องแก้ไข
区,这是安静的住宅区。,This is a quiet residential area.,นี่คือย่านที่อยู่อาศัยที่เงียบสงบ
占有,他占有很多资源。,He possesses a lot of resources.,เขาครอบครองทรัพยากรอยู่มากมาย
发达,这个城市很发达。,This city is very developed.,เมืองนี้เจริญมาก
启示,这件事给我启示。,This matter gave me an insight.,เรื่องนี้ให้ข้อคิดกับฉัน
呈,他呈上一份报告。,He submitted a report.,เขายื่นรายงานฉบับหนึ่ง
呼吸,深呼吸让人放松。,Deep breathing helps people relax.,การหายใจลึกๆ ช่วยให้ผ่อนคลาย
喜,他喜静不喜动。,He prefers being quiet to being active.,เขาชอบความเงียบมากกว่าการเคลื่อนไหว
在乎,我不在乎结果。,I don't care about the result.,ฉันไม่แคร์ผลลัพธ์
在意,他很在意别人的看法。,He cares a lot about other people's opinions.,เขาใส่ใจความคิดเห็นของคนอื่นมาก
坚定,她的信念非常坚定。,Her belief is very firm.,ความเชื่อมั่นของเธอหนักแน่นมาก
处境,他的处境非常危险。,His situation is very dangerous.,สถานการณ์ที่เขาเผชิญอันตรายมาก
夜晚,夜晚的星空很美。,The night sky is beautiful.,ท้องฟ้ายามค่ำคืนสวยงามมาก
好处,运动对身体有好处。,Exercise has benefits for the body.,การออกกำลังกายมีประโยชน์ต่อร่างกาย
客户,这位客户很满意服务。,This customer is very satisfied with the service.,ลูกค้าคนนี้พอใจกับบริการมาก
宴席,今晚的宴席十分丰盛。,Tonight's banquet is very sumptuous.,งานเลี้ยงคืนนี้อาหารอุดมสมบูรณ์มาก
宽容,老师对学生很宽容。,The teacher is very tolerant of the students.,คุณครูใจกว้างกับนักเรียนมาก
寺庙,这座寺庙历史悠久。,This temple has a long history.,วัดแห่งนี้มีประวัติศาสตร์ยาวนาน
尽,教室在楼道尽头。,The classroom is at the very end of the corridor.,ห้องเรียนอยู่สุดทางเดิน
巨大,这座建筑非常巨大。,This building is extremely huge.,อาคารหลังนี้ใหญ่โตมหึมา
平衡,她努力保持身体平衡。,She works hard to keep her body balanced.,เธอพยายามรักษาสมดุลของร่างกาย
建造,工人正在建造大桥。,Workers are building a bridge.,คนงานกำลังสร้างสะพานใหญ่
引导,老师引导学生思考。,The teacher guides students to think.,คุณครูชี้นำให้นักเรียนได้คิด
强者,只有强者才能生存。,Only the strong can survive.,มีแต่ผู้ที่แข็งแกร่งเท่านั้นที่จะอยู่รอดได้
心跳,运动后他心跳加快。,"After exercising, his heartbeat sped up.",หลังออกกำลังกาย หัวใจเขาเต้นเร็วขึ้น
必定,努力必定会有回报。,Hard work is bound to be rewarded.,ความพยายามจะได้รับผลตอบแทนอย่างแน่นอน
恰到好处,她的回答恰到好处。,Her answer was just right.,คำตอบของเธอพอดิบพอดี
情,他们之间充满真情。,There is genuine feeling between them.,ระหว่างพวกเขาเต็มไปด้วยความรู้สึกจริงใจ
想象力,这个孩子想象力丰富。,This child has a rich imagination.,เด็กคนนี้มีจินตนาการกว้างไกล
意味着,成功意味着不断努力。,Success means constant effort.,ความสำเร็จหมายถึงความพยายามอย่างต่อเนื่อง
技能,他学会了新技能。,He learned a new skill.,เขาได้เรียนรู้ทักษะใหม่
拜,他们去寺庙拜佛。,They went to the temple to worship Buddha.,พวกเขาไปวัดไหว้พระ
提升,他工作努力获得提升。,He worked hard and got promoted.,เขาทำงานหนักจนได้เลื่อนตำแหน่ง
整个,整个城市都很安静。,The whole city is very quiet.,ทั้งเมืองเงียบสงบไปหมด
料,这块布料非常柔软。,This fabric is very soft.,เนื้อผ้าผืนนี้นุ่มมาก
权力,总统拥有很大权力。,The president has great power.,ประธานาธิบดีมีอำนาจมาก
林,他们在树林里散步。,They are walking in the woods.,พวกเขาเดินเล่นอยู่ในป่า
果实,秋天树上结满果实。,In autumn the trees are full of fruit.,ฤดูใบไม้ร่วงต้นไม้ออกผลเต็มต้น
活力,年轻人充满活力。,Young people are full of vitality.,คนหนุ่มสาวเต็มไปด้วยพลัง
浮,树叶浮在水面上。,The leaf floats on the water's surface.,ใบไม้ลอยอยู่บนผิวน้ำ
状,这个盒子形状很奇怪。,This box's shape is very strange.,กล่องใบนี้รูปทรงแปลกมาก
犹如,她的笑容犹如阳光。,Her smile is like sunshine.,รอยยิ้มของเธอเหมือนแสงตะวัน
珍贵,这是一件珍贵的礼物。,This is a precious gift.,นี่คือของขวัญล้ำค่า
用途,这个工具用途广泛。,This tool has wide applications.,เครื่องมือนี้ใช้ประโยชน์ได้หลากหลาย
男子,那个男子很有礼貌。,That man is very polite.,ผู้ชายคนนั้นสุภาพมาก
眨眼,他对我眨眼示意。,He blinked at me as a signal.,เขากะพริบตาให้ฉันเป็นสัญญาณ
紧,这条裤子太紧了。,These pants are too tight.,กางเกงตัวนี้คับเกินไป
终日,他终日忙于工作。,He is busy with work all day long.,เขายุ่งกับงานอยู่ทั้งวัน
继承,他继承了父亲的财产。,He inherited his father's property.,เขาได้รับมรดกทรัพย์สินจากพ่อ
综合,这是一份综合报告。,This is a comprehensive report.,นี่คือรายงานแบบครอบคลุมทุกด้าน
观赏,游客喜欢观赏风景。,Tourists like to enjoy the scenery.,นักท่องเที่ยวชอบชมวิวทิวทัศน์
规划,政府正在规划新区。,The government is planning a new district.,รัฐบาลกำลังวางผังพื้นที่ใหม่
规矩,做事要守规矩。,One should follow the rules when doing things.,ทำอะไรก็ต้องอยู่ในกฎระเบียบ
触摸,请勿触摸展品。,Please do not touch the exhibits.,กรุณาอย่าสัมผัสสิ่งจัดแสดง
