hanzi,sentence,en,th_final
景象,眼前景象十分壮观。,The scene before us is spectacular.,ภาพที่อยู่ตรงหน้าช่างยิ่งใหญ่ตระการตา
朋,有朋自远方来。,A friend has come from afar.,มีเพื่อนมาจากแดนไกล
水井,村里有一口水井。,There is a well in the village.,ในหมู่บ้านมีบ่อน้ำอยู่บ่อหนึ่ง
洞穴,山上有个洞穴。,There is a cave on the mountain.,บนภูเขามีถ้ำอยู่แห่งหนึ่ง
洽谈,双方正在洽谈合作。,Both parties are discussing cooperation.,ทั้งสองฝ่ายกำลังเจรจาความร่วมมือกัน
流行音乐,她喜欢流行音乐。,She likes pop music.,เธอชอบเพลงป็อป
浓度,血液浓度很正常。,The blood concentration is normal.,ความเข้มข้นของเลือดปกติดี
海外,他常去海外旅行。,He often travels overseas.,เขาชอบไปเที่ยวต่างประเทศบ่อยๆ
界,他不小心越界了。,He accidentally crossed the boundary line.,เขาเผลอข้ามเส้นเขตไป
登山,周末我们去登山。,We go mountain climbing on weekends.,สุดสัปดาห์เราไปปีนเขากัน
皇上,皇上今天很高兴。,The emperor is very happy today.,วันนี้ฮ่องเต้อารมณ์ดีมาก
皮,苹果皮很薄。,The apple peel is thin.,เปลือกแอปเปิลบางมาก
石碑,公园里有块石碑。,There is a stone tablet in the park.,ในสวนมีแผ่นศิลาจารึกอยู่แผ่นหนึ่ง
碰,别碰这些东西。,Don't touch these things.,อย่าไปแตะของพวกนี้
空白,请填写这段空白。,Please fill in this blank space.,ช่วยเติมในช่องว่างนี้ด้วย
笑容,她脸上带着笑容。,She has a smile on her face.,บนใบหน้าของเธอมีรอยยิ้ม
等候,请在门口等候。,Please wait at the entrance.,กรุณารอที่หน้าประตู
管状,这是管状结构。,This is a tube-shaped structure.,นี่คือโครงสร้างรูปทรงท่อ
纬度,这里纬度较高。,This place has a relatively high latitude.,ที่นี่ละติจูดค่อนข้างสูง
细,这根线很细。,This thread is very thin.,เส้นด้ายเส้นนี้เล็กมาก
细胞分裂,细胞分裂速度很快。,Cell division happens very fast.,เซลล์แบ่งตัวได้เร็วมาก
背,他每天背单词。,He memorizes vocabulary every day.,เขาท่องศัพท์ทุกวัน
船上,船上有很多人。,There are many people on the boat.,บนเรือมีคนเยอะมาก
花朵,花园里开满花朵。,The garden is full of blooming flowers.,ในสวนมีดอกไม้บานสะพรั่งเต็มไปหมด
茶点,客人品尝了茶点。,Guests tasted the refreshments.,แขกได้ชิมของว่างและน้ำชา
葵,葵花朝着太阳生长。,Sunflowers grow towards the sun.,ดอกทานตะวันเติบโตหันเข้าหาดวงอาทิตย์
融入,他很快融入新环境。,He quickly integrated into the new environment.,เขาปรับตัวเข้ากับสภาพแวดล้อมใหม่ได้เร็วมาก
被誉为,他被誉为音乐天才。,He is hailed as a musical genius.,เขาได้ชื่อว่าเป็นอัจฉริยะทางดนตรี
记忆,我努力记忆这些单词。,I try hard to memorize these words.,ฉันพยายามจดจำคำศัพท์พวกนี้
谓,这就是所谓的成功。,This is what is called success.,นี่แหละคือสิ่งที่เรียกว่าความสำเร็จ
贴,他把海报贴在墙上。,He pasted the poster on the wall.,เขาเอาโปสเตอร์ไปติดบนกำแพง
赛,明天他们要比赛。,Tomorrow they will compete.,พรุ่งนี้พวกเขาจะแข่งขันกัน
辟,他们开辟了新道路。,They opened up a new path.,พวกเขาบุกเบิกเส้นทางใหม่
透明度,政府提高了透明度。,The government increased transparency.,รัฐบาลเพิ่มความโปร่งใสมากขึ้น
造,工人正在建造大桥。,Workers are building a bridge.,คนงานกำลังสร้างสะพานใหญ่
钾,香蕉含有丰富的钾。,Bananas contain abundant potassium.,กล้วยมีโพแทสเซียมอยู่มาก
隐患,电线老化是安全隐患。,Aging wires are a safety hazard.,สายไฟเก่าเป็นภัยแฝงด้านความปลอดภัย
雌,这只鸟是雌性的。,This bird is female.,นกตัวนี้เป็นตัวเมีย
风暴,一场风暴即将来临。,A storm is about to arrive.,พายุลูกหนึ่งกำลังจะมา
餐具,请把餐具洗干净。,Please wash the tableware clean.,ช่วยล้างจานชามให้สะอาดด้วย
乌鸦,乌鸦站在树枝上。,The crow stood on the branch.,อีกาเกาะอยู่บนกิ่งไม้
值夜班,他今晚要值夜班。,He has to work the night shift tonight.,คืนนี้เขาต้องเข้าเวรกะดึก
冬暖夏凉,这房子冬暖夏凉。,This house is warm in winter and cool in summer.,บ้านหลังนี้หน้าหนาวก็อุ่น หน้าร้อนก็เย็นสบาย
加油机,加油机正在给飞机加油。,The fuel pump is refueling the airplane.,รถเติมน้ำมันกำลังเติมน้ำมันให้เครื่องบิน
加盐,做菜时要适当加盐。,Add an appropriate amount of salt when cooking.,ตอนทำอาหารต้องเติมเกลือให้พอดี
动机,他的动机令人怀疑。,His motive is suspicious.,แรงจูงใจของเขาน่าสงสัย
化石,科学家发现了恐龙化石。,Scientists discovered a dinosaur fossil.,นักวิทยาศาสตร์ค้นพบซากฟอสซิลไดโนเสาร์
北极熊,北极熊生活在冰上。,Polar bears live on the ice.,หมีขั้วโลกอาศัยอยู่บนน้ำแข็ง
咖啡豆,这些咖啡豆香气浓郁。,These coffee beans have a rich aroma.,เมล็ดกาแฟพวกนี้กลิ่นหอมเข้มข้น
哺乳动物,鲸鱼是一种哺乳动物。,Whales are a kind of mammal.,ปลาวาฬเป็นสัตว์เลี้ยงลูกด้วยนมชนิดหนึ่ง
唤,妈妈唤他回家吃饭。,Mom called him home to eat.,แม่เรียกเขากลับบ้านมากินข้าว
售价,这件衣服售价很高。,This piece of clothing has a high selling price.,เสื้อผ้าตัวนี้ราคาขายแพงมาก
善待,我们应该善待动物。,We should treat animals well.,เราควรปฏิบัติต่อสัตว์อย่างดี
头部,他头部受了轻伤。,He suffered a minor injury to his head.,เขาบาดเจ็บเล็กน้อยที่ศีรษะ
宇,宇宙非常浩瀚神秘。,The universe is vast and mysterious.,จักรวาลกว้างใหญ่และลึกลับมาก
定价,公司重新给商品定价。,The company re-priced its products.,บริษัทตั้งราคาสินค้าใหม่
寺,山上有一座古寺。,There is an ancient temple on the mountain.,บนภูเขามีวัดเก่าแก่อยู่แห่งหนึ่ง
层面,这个问题涉及多个层面。,This issue involves multiple aspects.,ปัญหานี้เกี่ยวข้องกับหลายแง่มุม
床垫,这张床垫很舒服。,This mattress is very comfortable.,ที่นอนผืนนี้นอนสบายมาก
废弃,工厂废弃了旧设备。,The factory discarded the old equipment.,โรงงานทิ้งอุปกรณ์เก่าไปแล้ว
御,军队奋力抵御敌人。,The army fought hard to resist the enemy.,กองทัพสู้อย่างสุดกำลังเพื่อต้านทานข้าศึก
微型,他买了一台微型相机。,He bought a miniature camera.,เขาซื้อกล้องจิ๋วมาหนึ่งตัว
心理压力,考试带来很大心理压力。,Exams bring a lot of psychological stress.,การสอบสร้างความเครียดทางจิตใจอย่างมาก
悬崖,他站在悬崖边上。,He stood at the edge of the cliff.,เขายืนอยู่ริมหน้าผา
报酬,这份工作报酬很高。,This job pays a high reward.,งานนี้ค่าตอบแทนสูงมาก
旱季,旱季这里很少下雨。,During the dry season it rarely rains here.,หน้าแล้งที่นี่ฝนตกน้อยมาก
木质,这张桌子是木质的。,This table is made of wood.,โต๊ะตัวนี้ทำจากไม้
树枝,小鸟站在树枝上。,The bird stands on the branch.,นกน้อยเกาะอยู่บนกิ่งไม้
梨,妈妈买了两个梨。,Mom bought two pears.,แม่ซื้อลูกแพร์มาสองลูก
油纸伞,她撑着一把油纸伞。,She held an oil-paper umbrella.,เธอกางร่มกระดาษน้ำมันคันหนึ่ง
泪水,她的泪水流了下来。,Her tears flowed down.,น้ำตาของเธอไหลรินลงมา
渔民,渔民每天出海打鱼。,Fishermen go out to sea to fish every day.,ชาวประมงออกทะเลไปจับปลาทุกวัน
火山,这座火山突然喷发了。,This volcano suddenly erupted.,ภูเขาไฟลูกนี้ปะทุขึ้นมาอย่างกะทันหัน
焦虑症,他患有严重的焦虑症。,He suffers from severe anxiety disorder.,เขาเป็นโรควิตกกังวลขั้นรุนแรง
白细胞,白细胞可以对抗感染。,White blood cells can fight infection.,เม็ดเลือดขาวช่วยต่อสู้กับการติดเชื้อ
神秘感,这个故事充满神秘感。,This story is full of a sense of mystery.,เรื่องนี้เต็มไปด้วยความลึกลับ
福字,门上贴着一个福字。,A 'fu' character is pasted on the door.,"ที่ประตูมีตัวอักษร ""福"" ที่แปลว่าโชคดีติดอยู่"
笔,他用笔写字。,He writes with a pen.,เขาใช้ปากกาเขียนหนังสือ
精英,他是公司的精英员工。,He is an elite employee of the company.,เขาเป็นพนักงานหัวกะทิของบริษัท
细菌,洗手可以去除细菌。,Washing hands can remove bacteria.,ล้างมือช่วยกำจัดแบคทีเรียได้
绩效,公司重视员工绩效。,The company values employees' performance.,บริษัทให้ความสำคัญกับผลงานของพนักงาน
缆车,我们坐缆车上山。,We took the cable car up the mountain.,เรานั่งกระเช้าไฟฟ้าขึ้นเขา
翅膀,小鸟张开翅膀飞走了。,The bird spread its wings and flew away.,นกน้อยกางปีกบินจากไป
老字号,这是一家老字号饭店。,This is a time-honored restaurant.,นี่คือร้านอาหารเก่าแก่ที่ขึ้นชื่อ
肺泡,肺泡负责气体交换。,Alveoli are responsible for gas exchange.,ถุงลมปอดทำหน้าที่แลกเปลี่ยนก๊าซ
航天,中国航天技术发展很快。,China's space flight technology is developing fast.,เทคโนโลยีอวกาศของจีนพัฒนาไปอย่างรวดเร็ว
花岗石,这座桥用花岗石建造。,This bridge is built with granite.,สะพานนี้สร้างด้วยหินแกรนิต
药铺,他去药铺买药。,He went to the pharmacy to buy medicine.,เขาไปซื้อยาที่ร้านขายยา
葡萄园,他家有一片葡萄园。,His family has a vineyard.,บ้านเขามีไร่องุ่นอยู่ผืนหนึ่ง
行星,地球是一颗行星。,Earth is a planet.,โลกเป็นดาวเคราะห์ดวงหนึ่ง
豆汁,北京人爱喝豆汁。,Beijingers love drinking douzhi (fermented mung bean drink).,คนปักกิ่งชอบดื่มโต้วจือ น้ำถั่วเขียวหมัก
贺卡,我给她寄了一张贺卡。,I sent her a greeting card.,ฉันส่งการ์ดอวยพรให้เธอใบหนึ่ง
造纸术,造纸术是中国古代发明。,Papermaking is an ancient Chinese invention.,เทคนิคการทำกระดาษเป็นสิ่งประดิษฐ์ของจีนโบราณ
钓鱼,周末他喜欢去钓鱼。,On weekends he likes to go fishing.,สุดสัปดาห์เขาชอบไปตกปลา
铁丝,他用铁丝绑住栅栏。,He tied the fence with iron wire.,เขาใช้ลวดมัดรั้วไว้
食疗,中医提倡食疗养生。,Traditional Chinese medicine advocates food therapy for health.,แพทย์แผนจีนส่งเสริมการบำบัดด้วยอาหารเพื่อสุขภาพ
鸽子,广场上有很多鸽子。,There are many pigeons in the square.,ที่ลานกว้างมีนกพิราบอยู่เยอะมาก
黑土,东北有肥沃的黑土。,Northeast China has fertile black soil.,ภาคตะวันออกเฉียงเหนือมีดินดำที่อุดมสมบูรณ์
黑暗,房间里一片黑暗。,The room was in complete darkness.,ในห้องมืดสนิทไปหมด
一一,老师把问题一一解答了。,The teacher answered the questions one by one.,คุณครูตอบคำถามทีละข้อจนครบ
一下子,他一下子就明白了。,He understood it all at once.,เขาเข้าใจขึ้นมาในทันที
一不小心,他一不小心摔倒了。,He fell down out of carelessness.,เขาเผลอแป๊บเดียวก็หกล้ม
一个劲儿,他一个劲儿地往前跑。,He kept running forward without stopping.,เขาวิ่งไปข้างหน้าไม่หยุดเลย
一举,他们一举拿下了冠军。,They won the championship in one fell swoop.,พวกเขาคว้าแชมป์ได้ในครั้งเดียว
一代,他是这个家族的新一代领导人。,He is the new-generation leader of this family.,เขาคือผู้นำรุ่นใหม่ของตระกูลนี้
一动不动,猫一动不动地盯着窗外。,The cat stared out the window without moving at all.,แมวจ้องมองออกไปนอกหน้าต่างโดยไม่ขยับเลย
一半,蛋糕已经被吃掉了一半。,Half of the cake has already been eaten.,เค้กถูกกินไปครึ่งหนึ่งแล้ว
一同,同学们一同去公园野餐。,The classmates went to the park together for a picnic.,เพื่อนๆ ไปปิกนิกที่สวนสาธารณะด้วยกัน
一向,他做事一向很认真。,He has always been very serious about his work.,เขาทำงานอย่างจริงจังมาตลอด
一味,他一味地拒绝道歉。,He stubbornly refused to apologize.,เขาเอาแต่ปฏิเสธที่จะขอโทษ
一大早,她一大早就出门了。,She left home early in the morning.,เธอออกจากบ้านตั้งแต่เช้าตรู่
一天到晚,他一天到晚都在忙工作。,He is busy with work all day long.,เขายุ่งกับงานทั้งวันทั้งคืน
一头,他买了一头牛。,He bought a cow.,เขาซื้อวัวมาหนึ่งตัว
一如既往,她对朋友一如既往地热情。,She is as warm to her friends as ever.,เธอยังคงอบอุ่นกับเพื่อนเหมือนเช่นเคย
一家人,过年时一家人团聚在一起。,During the New Year the family gathers together.,ช่วงตรุษจีนคนทั้งครอบครัวมารวมตัวกันพร้อมหน้า
一帆风顺,祝你工作一帆风顺。,Wishing you smooth sailing in your work.,ขอให้การงานของคุณราบรื่นทุกอย่าง
一带,这一带风景很美。,The scenery in this area is beautiful.,แถวๆ นี้วิวสวยมาก
一律,门票一律十元。,Tickets are uniformly ten yuan.,ค่าตั๋วเข้าชมราคาเดียวสิบหยวน
一心,他一心想着学好汉语。,He is wholeheartedly focused on learning Chinese well.,เขาตั้งใจอยากเรียนภาษาจีนให้เก่งอย่างเดียว
一手,他练就了一手好厨艺。,He has honed excellent culinary skills.,เขาฝึกฝนจนมีฝีมือทำอาหารที่ยอดเยี่ยม
一技之长,每个人都应该拥有一技之长。,Everyone should have a particular skill of their own.,ทุกคนควรมีทักษะติดตัวสักอย่างหนึ่ง
一旁,他站在一旁等待。,He stood aside waiting.,เขายืนรออยู่ข้างๆ
一无所有,创业失败后他几乎一无所有。,After his business failed,หลังจากทำธุรกิจล้มเหลว เขาแทบไม่เหลืออะไรเลย
一早,他一早就出门锻炼了。,He went out to exercise early in the morning.,เขาออกไปออกกำลังกายตั้งแต่เช้า
一晃,十年时间一晃就过去了。,Ten years passed in a flash.,เวลาสิบปีผ่านไปอย่างรวดเร็วเหมือนพริบตา
一次性,这是一款一次性使用的餐具。,This is a set of disposable tableware.,นี่คือภาชนะแบบใช้ครั้งเดียวทิ้ง
一番,他认真思考了一番。,He thought about it carefully for a while.,เขาครุ่นคิดอย่างจริงจังอยู่พักหนึ่ง
一目了然,图表让数据变得一目了然。,The chart makes the data clear at a glance.,แผนภูมิทำให้ข้อมูลเข้าใจได้ชัดเจนในพริบตา
一瞬间,一瞬间他就消失了。,"In a split second, he disappeared.",เพียงชั่วพริบตาเขาก็หายวับไป
一系列,公司推出了一系列新产品。,The company launched a series of new products.,บริษัทเปิดตัวผลิตภัณฑ์ใหม่ชุดหนึ่ง
一贯,他做事一贯认真。,He has always been serious about his work.,เขาทำงานอย่างจริงจังเสมอมา
一路,祝你们一路平安。,Wish you all a safe journey.,ขอให้พวกคุณเดินทางปลอดภัย
一身,他淋了一身雨水。,He got soaked head to toe in rain.,เขาโดนฝนเปียกไปทั้งตัว
一辈子,她一辈子都在教书。,She has taught for her whole life.,เธอเป็นครูสอนหนังสือมาทั้งชีวิต
一连,他一连打了三个电话。,He made three phone calls in a row.,เขาโทรออกสามสายติดต่อกัน
