hanzi,sentence,en,th_final
出自,这句话出自一首古诗。,This line comes from an ancient poem.,ประโยคนี้มาจากบทกวีโบราณ
出血,他的手指出血了。,His finger is bleeding.,นิ้วของเขามีเลือดออก
出行,春节期间出行的人很多。,Many people travel during Spring Festival.,ช่วงตรุษจีนมีคนออกเดินทางกันเยอะมาก
出身,他出身于一个普通家庭。,He comes from an ordinary family.,เขาเกิดในครอบครัวธรรมดาทั่วไป
分外,今天的月亮分外圆。,Today's moon is especially round.,พระจันทร์คืนนี้กลมเป็นพิเศษ
分寸,说话要懂得分寸。,You should know the right measure when speaking.,พูดอะไรต้องรู้จักประมาณ
分工,团队成员分工明确。,The team members have clearly divided tasks.,สมาชิกในทีมแบ่งงานกันอย่างชัดเจน
分开,他们在车站分开了。,They parted ways at the station.,พวกเขาแยกกันที่สถานี
分成,大家把利润分成三份。,They split the profit into three shares.,ทุกคนแบ่งกำไรออกเป็นสามส่วน
分担,我们应该分担家务。,We should share the housework.,เราควรช่วยกันแบ่งเบางานบ้าน
分散,请大家不要分散注意力。,Please don't let your attention scatter.,ขอทุกคนอย่าปล่อยให้สมาธิกระจาย
分数,他这次考试分数很高。,He scored very high on this exam.,คะแนนสอบครั้งนี้ของเขาสูงมาก
分明,他的态度分明变了。,His attitude has clearly changed.,ท่าทีของเขาเปลี่ยนไปอย่างชัดเจน
分歧,他们在这个问题上有分歧。,They have differences of opinion on this issue.,พวกเขามีความเห็นแตกต่างกันในเรื่องนี้
分离,战争让一家人分离了。,War separated the family.,สงครามทำให้ครอบครัวต้องพลัดพรากจากกัน
分类,请把垃圾分类放好。,Please sort the garbage by category.,ช่วยแยกประเภทขยะให้เรียบร้อย
分辨,我很难分辨真假。,I find it hard to tell true from false.,ฉันแยกแยะของจริงของปลอมได้ยาก
分配,老师分配了打扫任务。,The teacher assigned the cleaning tasks.,คุณครูแบ่งหน้าที่ทำความสะอาดให้
分量,这份礼物很有分量。,This gift carries a lot of weight.,ของขวัญชิ้นนี้มีน้ำหนักมาก
切割,工人正在切割钢板。,Workers are cutting the steel plate.,คนงานกำลังตัดแผ่นเหล็ก
切实,我们要切实解决问题。,We need to genuinely solve the problem.,เราต้องแก้ปัญหาอย่างจริงจัง
切断,大风切断了电线。,The strong wind cut the power line.,ลมแรงพัดสายไฟขาด
刊登,这篇报道刊登在头版。,This report was published on the front page.,รายงานชิ้นนี้ตีพิมพ์อยู่บนหน้าหนึ่ง
划,他在纸上划了一条线。,He drew a line on the paper.,เขาขีดเส้นหนึ่งเส้นลงบนกระดาษ
划船,他们在湖上划船。,They rowed a boat on the lake.,พวกเขาพายเรือกันในทะเลสาบ
列入,这本书被列入必读书单。,This book was included in the required reading list.,หนังสือเล่มนี้ถูกจัดเข้าไปในรายชื่อหนังสือที่ต้องอ่าน
列车,这班列车马上就要出发。,This train is about to depart.,รถไฟขบวนนี้กำลังจะออกแล้ว
创伤,这场事故给他留下创伤。,This accident left him with a trauma.,อุบัติเหตุครั้งนี้ทิ้งบาดแผลไว้ให้เขา
创建,他们一起创建了这家公司。,They founded this company together.,พวกเขาก่อตั้งบริษัทนี้ขึ้นมาด้วยกัน
初中,他今年上初中一年级。,He is starting seventh grade this year.,ปีนี้เขาขึ้นมัธยมต้นปีที่หนึ่ง
初期,这是项目的初期阶段。,This is the initial stage of the project.,นี่คือช่วงเริ่มต้นของโครงการ
初级,这是初级汉语课本。,This is a beginner-level Chinese textbook.,นี่คือตำราภาษาจีนระดับต้น
初衷,他始终没有忘记初衷。,He never forgot his original intention.,เขาไม่เคยลืมความตั้งใจแรกเริ่มเลย
删,请把这段文字删掉。,Please delete this piece of text.,ช่วยลบข้อความส่วนนี้ออกไป
判,法院判他有罪。,The court ruled him guilty.,ศาลตัดสินว่าเขามีความผิด
利,这把刀非常锋利。,This knife is extremely sharp.,มีดเล่มนี้คมมาก
利息,银行存款有利息。,Bank deposits earn interest.,เงินฝากในธนาคารได้ดอกเบี้ย
利润,公司今年利润很高。,The company's profits are high this year.,ปีนี้บริษัทมีกำไรสูง
利益,公司重视员工的利益。,The company values employees' interests.,บริษัทให้ความสำคัญกับผลประโยชน์ของพนักงาน
别致,这个花瓶设计很别致。,This vase has a very unique design.,แจกันใบนี้ออกแบบได้แปลกไม่เหมือนใคร
到期,这张信用卡快到期了。,This credit card is about to expire.,บัตรเครดิตใบนี้ใกล้จะหมดอายุแล้ว
制品,商店卖各种皮革制品。,The store sells all kinds of leather products.,ร้านนี้ขายผลิตภัณฑ์จากหนังหลากหลายชนิด
制止,老师及时制止了争吵。,The teacher stopped the quarrel in time.,คุณครูเข้าห้ามการทะเลาะได้ทันเวลา
制约,环境会制约经济发展。,The environment can constrain economic development.,สิ่งแวดล้อมเป็นตัวจำกัดการพัฒนาเศรษฐกิจ
制订,公司制订了新计划。,The company drew up a new plan.,บริษัทวางแผนใหม่ขึ้นมา
刻意,他刻意避开了这个话题。,He deliberately avoided this topic.,เขาจงใจเลี่ยงหัวข้อนี้
剂,医生给他开了一种药剂。,The doctor prescribed him a medicine.,หมอสั่งยาชนิดหนึ่งให้เขา
前不久,他前不久刚搬了家。,He just moved not long ago.,เขาเพิ่งย้ายบ้านไปเมื่อไม่นานมานี้
前后,春节前后天气很冷。,It's cold around the Spring Festival.,ช่วงราวๆ ตรุษจีนอากาศหนาวมาก
前往,代表团前往北京访问。,The delegation is traveling to Beijing for a visit.,คณะผู้แทนเดินทางไปเยือนปักกิ่ง
前提,诚实是信任的前提。,Honesty is the premise of trust.,ความซื่อสัตย์เป็นเงื่อนไขเบื้องต้นของความไว้ใจ
前景,这个行业前景广阔。,This industry has broad prospects.,อุตสาหกรรมนี้มีอนาคตกว้างไกล
前期,项目前期准备很重要。,Early-stage preparation for a project is important.,การเตรียมงานในช่วงต้นของโครงการสำคัญมาก
前者,两个选择中我选前者。,Between the two choices I pick the former.,ในสองตัวเลือกนี้ ฉันเลือกอย่างแรก
前辈,他向前辈请教经验。,He asked a senior for advice from experience.,เขาขอคำแนะนำเรื่องประสบการณ์จากรุ่นพี่
前进,队伍勇敢地前进。,The team bravely advanced forward.,ขบวนเดินหน้าไปอย่างกล้าหาญ
前途,年轻人前途无量。,Young people have limitless prospects.,คนหนุ่มสาวมีอนาคตที่ไร้ขีดจำกัด
剧,这部剧非常感人。,This drama is very moving.,ละครเรื่องนี้ซึ้งกินใจมาก
剧本,她正在写一部剧本。,She is writing a script.,เธอกำลังเขียนบทละครอยู่
剧烈,他的心跳突然剧烈起来。,His heartbeat suddenly became violent.,หัวใจของเขาเต้นรุนแรงขึ้นมาทันที
剩,只剩下一个了。,Only one is left now.,เหลืออยู่แค่อันเดียวแล้ว
剪刀,请把剪刀递给我。,Please hand me the scissors.,ช่วยส่งกรรไกรให้ฉันหน่อย
副,他戴着一副眼镜。,He is wearing a pair of glasses.,เขาใส่แว่นตาอยู่หนึ่งอัน
副作用,这种药有一些副作用。,This medicine has some side effects.,ยาชนิดนี้มีผลข้างเคียงอยู่บ้าง
割,农民正在田里割麦子。,The farmer is cutting wheat in the field.,ชาวนากำลังเกี่ยวข้าวสาลีอยู่ในนา
力求,文章力求简洁明了。,The essay strives to be concise and clear.,บทความนี้พยายามอย่างยิ่งที่จะกระชับและชัดเจน
劝,朋友劝我别辞职。,My friend advised me not to quit.,เพื่อนเกลี้ยกล่อมฉันไม่ให้ลาออก
劝阻,老师劝阻他不要打架。,The teacher tried to dissuade him from fighting.,คุณครูห้ามปรามไม่ให้เขาชกต่อยกัน
办事,他去银行办事了。,He went to the bank to handle some business.,เขาไปธนาคารเพื่อทำธุระ
办公,他每天来这里办公。,He comes here to work every day.,เขามาทำงานที่นี่ทุกวัน
办理,请到窗口办理手续。,Please go to the counter to process the paperwork.,กรุณาไปที่เคาน์เตอร์เพื่อดำเนินเรื่องเอกสาร
功劳,这次成功有他的一份功劳。,This success has a share of his contribution.,ความสำเร็จครั้งนี้มีส่วนจากความดีความชอบของเขาด้วย
加入,她加入了篮球队。,She joined the basketball team.,เธอเข้าร่วมทีมบาสเกตบอล
加工,这些原料需要加工。,These raw materials need to be processed.,วัตถุดิบพวกนี้ต้องนำไปแปรรูป
加强,我们要加强身体锻炼。,We need to strengthen our physical exercise.,เราต้องเสริมการออกกำลังกายให้มากขึ้น
加深,这加深了他的印象。,This deepened his impression.,สิ่งนี้ทำให้ความประทับใจของเขาลึกซึ้งยิ่งขึ้น
加热,请把牛奶加热一下。,Please heat up the milk a bit.,ช่วยอุ่นนมให้หน่อย
加速,汽车开始加速前进。,The car began to accelerate forward.,รถเริ่มเร่งความเร็วพุ่งไปข้างหน้า
加重,压力加重了他的负担。,The pressure added to his burden.,ความกดดันทำให้ภาระของเขาหนักขึ้น
动人,这个故事非常动人。,This story is very touching.,เรื่องนี้ซึ้งกินใจมาก
动向,投资者密切关注市场动向。,Investors closely watch market trends.,นักลงทุนจับตาความเคลื่อนไหวของตลาดอย่างใกล้ชิด
动听,她的歌声非常动听。,Her singing voice is very pleasant to listen to.,เสียงร้องของเธอไพเราะน่าฟังมาก
动感,这首歌很有动感。,This song has a strong sense of movement.,เพลงนี้มีจังหวะเร้าใจมาก
动手,我们开始动手做实验。,We started to get to work on the experiment.,พวกเราเริ่มลงมือทดลอง
动荡,那段时期社会动荡不安。,Society was unstable and turbulent during that period.,ช่วงเวลานั้นสังคมวุ่นวายไม่สงบ
劳动,劳动创造了美好生活。,Labor creates a beautiful life.,การใช้แรงงานสร้างชีวิตที่ดีงาม
劳累,长期劳累对身体不好。,Prolonged fatigue is bad for one's health.,ความเหน็ดเหนื่อยเป็นเวลานานไม่ดีต่อสุขภาพ
势力,这个组织的势力很大。,This organization's power is very great.,อิทธิพลขององค์กรนี้ใหญ่มาก
勇往直前,他勇往直前，从不退缩。,He advances bravely and never retreats.,เขามุ่งไปข้างหน้าอย่างกล้าหาญ ไม่เคยถอย
勉强,他勉强答应了请求。,He reluctantly agreed to the request.,เขาฝืนใจตอบตกลงตามคำขอ
勤劳,她一直很勤劳能干。,She has always been hardworking and capable.,เธอเป็นคนขยันขันแข็งและเก่งมาตลอด
勿,请勿在此吸烟。,Please do not smoke here.,กรุณาอย่าสูบบุหรี่ที่นี่
包围,敌人被军队包围了。,The enemy was surrounded by the army.,ศัตรูถูกกองทัพล้อมไว้
包容,父母要包容孩子的错误。,Parents should tolerate their children's mistakes.,พ่อแม่ควรเปิดใจให้อภัยความผิดพลาดของลูก
包袱,他背着一个大包袱。,He carried a large bundle on his back.,เขาแบกห่อผ้าใบใหญ่ไว้บนหลัง
包装,这个礼物包装得很漂亮。,This gift is beautifully wrapped.,ของขวัญชิ้นนี้ห่อได้สวยงามมาก
匆匆,他匆匆吃完早饭就走了。,He hurriedly finished breakfast and left.,เขารีบกินข้าวเช้าเสร็จแล้วก็ออกไป
化妆,她每天早上都要化妆。,She puts on makeup every morning.,เธอแต่งหน้าทุกเช้า
化肥,农民往地里撒化肥。,The farmer scattered fertilizer on the field.,ชาวนาหว่านปุ๋ยเคมีลงในนา
化解,他们终于化解了误会。,They finally resolved the misunderstanding.,ในที่สุดพวกเขาก็คลี่คลายความเข้าใจผิดกันได้
化身,他被称为智慧的化身。,He is called the incarnation of wisdom.,เขาถูกเรียกว่าเป็นอวตารแห่งปัญญา
北极,北极的气候非常寒冷。,The climate at the North Pole is extremely cold.,ภูมิอากาศที่ขั้วโลกเหนือหนาวเย็นมาก
区域,这个区域禁止停车。,Parking is forbidden in this area.,บริเวณนี้ห้ามจอดรถ
医药,这家公司生产医药用品。,This company produces medical supplies.,บริษัทนี้ผลิตเวชภัณฑ์ทางการแพทย์
十字路口,车停在十字路口。,The car stopped at the intersection.,รถจอดอยู่ตรงสี่แยก
十足,他信心十足地回答。,He answered with full confidence.,เขาตอบอย่างมั่นใจเต็มเปี่ยม
千变万化,大自然的景色千变万化。,Nature's scenery is ever-changing.,ทิวทัศน์ของธรรมชาติเปลี่ยนแปลงไปได้สารพัด
升,太阳慢慢升起来了。,The sun slowly rose.,พระอาทิตย์ค่อยๆ ขึ้นมา
升级,手机系统需要升级了。,The phone's system needs an update.,ระบบมือถือต้องอัปเกรดแล้ว
升高,气温正在慢慢升高。,The temperature is gradually rising.,อุณหภูมิกำลังค่อยๆ สูงขึ้น
午睡,爷爷习惯饭后午睡。,Grandpa is used to taking a nap after lunch.,คุณปู่ชอบนอนกลางวันหลังกินข้าวเสร็จ
午餐,我们中午一起吃午餐。,Let's have lunch together at noon.,เที่ยงนี้เรามากินข้าวกลางวันด้วยกัน
华人,唐人街住着很多华人。,Many ethnic Chinese live in Chinatown.,ในไชน่าทาวน์มีคนเชื้อสายจีนอาศัยอยู่มากมาย
协助,他协助老师整理资料。,He assisted the teacher in organizing materials.,เขาช่วยคุณครูจัดระเบียบเอกสาร
协同,各部门协同完成任务。,All departments worked together to finish the task.,ทุกแผนกร่วมมือกันทำงานให้เสร็จ
协调,大家努力协调各方意见。,Everyone worked hard to coordinate the various opinions.,ทุกคนพยายามประสานความเห็นจากทุกฝ่าย
卓越,他做出了卓越的贡献。,He made an outstanding contribution.,เขาสร้างคุณูปการอันโดดเด่น
单,请把账单给我看看。,Please show me the bill.,ช่วยเอาบิลมาให้ฉันดูหน่อย
单位,他在一家新单位上班。,He works at a new company now.,ตอนนี้เขาทำงานอยู่ที่หน่วยงานใหม่
单独,他喜欢单独工作。,He likes working alone.,เขาชอบทำงานคนเดียว
单纯,她的想法很单纯。,Her way of thinking is very simple.,ความคิดของเธอเรียบง่ายบริสุทธิ์
单薄,他身体单薄，经不起严寒。,He is frail and cannot withstand severe cold.,ร่างกายของเขาบอบบาง ทนความหนาวจัดไม่ไหว
单调,这里的生活十分单调乏味。,Life here is extremely monotonous and dull.,ชีวิตที่นี่ช่างจำเจน่าเบื่อ
南瓜,妈妈用南瓜做了汤。,Mom made soup with pumpkin.,แม่ทำซุปด้วยฟักทอง
南边,学校在南边。,The school is on the south side.,โรงเรียนอยู่ทางทิศใต้
南部,台风影响了南部地区。,The typhoon affected the southern region.,พายุไต้ฝุ่นส่งผลกระทบต่อพื้นที่ทางภาคใต้
占,女性员工占了一半。,Female employees account for half.,พนักงานหญิงมีสัดส่วนครึ่งหนึ่ง
占据,敌军占据了这座城市。,The enemy army occupied this city.,กองทัพศัตรูเข้ายึดครองเมืองนี้
占用,请不要占用别人的位置。,Please don't occupy someone else's seat.,กรุณาอย่าไปนั่งที่ของคนอื่น
卫生,请保持教室卫生整洁。,Please keep the classroom clean and hygienic.,ช่วยรักษาความสะอาดของห้องเรียนให้เรียบร้อย
印刷,这本书采用彩色印刷技术。,This book uses color printing technology.,หนังสือเล่มนี้ใช้เทคโนโลยีการพิมพ์สี
印证,事实印证了他的猜测。,The facts confirmed his guess.,ข้อเท็จจริงยืนยันการคาดเดาของเขา
危急,病人情况十分危急。,The patient's condition is extremely critical.,อาการของคนไข้วิกฤตมาก
即便,即便下雨，我们也要去。,"Even if it rains, we will still go.",ถึงแม้ฝนจะตก เราก็จะไป
即可,填好表格即可。,Just fill out the form and you're done.,แค่กรอกแบบฟอร์มให้เสร็จก็พอ
即将,考试即将开始。,The exam is about to begin.,การสอบกำลังจะเริ่มขึ้นแล้ว
卵,这只鸟每年产下数枚卵。,This bird lays several eggs every year.,นกตัวนี้ออกไข่หลายฟองทุกปี
卷,他把海报卷起来。,He rolled up the poster.,เขาม้วนโปสเตอร์เก็บ
厂,父亲在一家钢铁厂工作。,My father works at a steel factory.,พ่อทำงานอยู่ที่โรงงานเหล็ก
厂长,他当上了这家工厂的厂长。,He became the director of this factory.,เขาได้ขึ้นเป็นผู้อำนวยการของโรงงานแห่งนี้
历来,诚实历来受到人们尊重。,Honesty has always been respected by people.,ความซื่อสัตย์เป็นสิ่งที่ผู้คนเคารพนับถือมาโดยตลอด
历程,他讲述了自己的奋斗历程。,He recounted his own struggle.,เขาเล่าถึงเส้นทางการต่อสู้ดิ้นรนของตัวเอง
压,别把箱子压坏了。,Don't crush the box.,อย่าไปทับกล่องจนพังนะ
压制,政府不应压制民众的言论。,The government should not suppress public speech.,รัฐบาลไม่ควรกดขี่การแสดงความคิดเห็นของประชาชน
压抑,房间的气氛十分压抑。,The atmosphere in the room was very oppressive.,บรรยากาศในห้องอึดอัดมาก
压缩,这个文件可以压缩后再发送。,This file can be compressed before sending.,ไฟล์นี้บีบอัดก่อนแล้วค่อยส่งได้
厌倦,他渐渐厌倦了这份工作。,He gradually grew weary of this job.,เขาเริ่มเบื่อหน่ายกับงานนี้ทีละน้อย
厕所,请问厕所在哪里？,"Excuse me, where is the restroom?",ขอโทษนะ ห้องน้ำอยู่ที่ไหน?
厘米,这张桌子高七十厘米。,This table is seventy centimeters tall.,โต๊ะตัวนี้สูงเจ็ดสิบเซนติเมตร
厚度,这块木板的厚度不够。,The thickness of this wooden board is insufficient.,ความหนาของแผ่นไม้นี้ไม่พอ
原先,原先的计划已经改变。,The original plan has already changed.,แผนเดิมได้เปลี่ยนไปแล้ว
原地,大家请原地等待。,Everyone please wait right where you are.,ทุกคนช่วยรออยู่กับที่
原始,这是这份文件的原始版本。,This is the original version of the document.,นี่คือเอกสารฉบับต้นฉบับ
